county_effective,barony_effective,parish_effective,townland_linked,page_names,page_count,row_count,has_total_row,total_row_count,valuation_ok,failure_reason,is_one_page_townland,sum_land_val,total_land_val,sum_total_val,total_total_val,multiple_total_rows
ANTRIM,"DUNLUCE, UPPER",KILRAGHTS,ARTIFERRAIL,IRE_GRIFF_004_091.jpg,1,37,True,1,True,,True,136 10 0,265 15 0,353 0 0,350 10 0,
ANTRIM,"DUNLUCE, UPPER",LOUGHGUILE,BALLYBREGAGH,"IRE_GRIFF_004_091.jpg,IRE_GRIFF_004_092.jpg",2,23,True,1,True,,False,211 15 0,213 0 0,255 15 0,233 5 0,
ANTRIM,"DUNLUCE, UPPER",LOUGHGUILE,BALLYCREGAGH,IRE_GRIFF_004_092.jpg,1,24,True,1,True,,True,160 10 0,160 0 0,290 10 0,177 0 0,
ANTRIM,"DUNLUCE, UPPER",LOUGHGUILE,CARRIVCASHEL,"IRE_GRIFF_004_092.jpg,IRE_GRIFF_004_093.jpg",2,21,True,1,True,,False,161 0 0,191 10 0,317 15 0,205 15 0,
ANTRIM,"DUNLUCE, UPPER",LOUGHGUILE,"CLONTYFINNAN, EAST",IRE_GRIFF_004_093.jpg,1,20,True,2,True,,True,176 15 0,183 5 0,226 15 0,215 5 0,True
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,BALLYGOBBIN,IRE_GRIFF_004_111.jpg,1,33,True,1,True,,True,139 0 0,139 5 0,161 10 0,162 5 0,
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,BALLYBRAKES,IRE_GRIFF_004_111.jpg,1,29,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,GLEBE,IRE_GRIFF_004_116.jpg,1,4,True,2,False,,True,4 0 0,76 0 0,41 0 0,160 5 0,True
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,TOWNPARKS,"IRE_GRIFF_004_116.jpg,IRE_GRIFF_004_117.jpg,IRE_GRIFF_004_118.jpg,IRE_GRIFF_004_119.jpg,IRE_GRIFF_004_120.jpg,IRE_GRIFF_004_121.jpg,IRE_GRIFF_004_122.jpg,IRE_GRIFF_004_123.jpg,IRE_GRIFF_004_124.jpg,IRE_GRIFF_004_125.jpg",10,415,False,0,False,no_total_row,False,,,,,
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,RODDEY FOOT-STREET,IRE_GRIFF_004_125.jpg,1,39,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,TOWNPARKS,"IRE_GRIFF_004_126.jpg,IRE_GRIFF_004_127.jpg,IRE_GRIFF_004_128.jpg,IRE_GRIFF_004_129.jpg",4,155,True,3,False,,False,98 8 0,1316 3 0,1349 0 0,6289 15 0,True
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,HEAGLES,IRE_GRIFF_004_140.jpg,1,13,True,1,True,,True,122 0 0,122 0 0,140 5 0,146 0 0,
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,"SEACON, MORE",IRE_GRIFF_004_140.jpg,1,25,True,2,False,,True,180 15 0,180 15 0,471 10 0,208 5 0,True
ANTRIM,"DUNLUCE, UPPER",BALLYMONEY,FORT-TOWN,IRE_GRIFF_004_140.jpg,1,16,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,BALLYWILLIN,IRE_GRIFF_006_012.jpg,1,9,True,1,False,,True,87 15 0,217 0 0,132 15 0,237 10 0,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,MEADOW PARKS,IRE_GRIFF_006_012.jpg,1,4,True,1,True,,True,23 0 0,23 0 0,28 10 0,28 10 0,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,PORTRUSH,"IRE_GRIFF_006_012.jpg,IRE_GRIFF_006_013.jpg,IRE_GRIFF_006_014.jpg",3,127,False,0,False,no_total_row,False,,,,,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,BUSHMILLS-ROAD,IRE_GRIFF_006_014.jpg,1,26,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,PORTRUSH,"IRE_GRIFF_006_015.jpg,IRE_GRIFF_006_016.jpg,IRE_GRIFF_006_017.jpg",3,120,True,4,False,,False,10 15 0,85 11 0,1489 0 0,3719 6 0,True
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,OUTHILL,IRE_GRIFF_006_017.jpg,1,11,True,1,True,,True,107 0 0,175 10 0,174 5 0,192 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,BALLYROCK SCOTCH,IRE_GRIFF_006_021.jpg,1,15,True,1,True,,True,101 7 0,114 17 0,115 5 0,137 15 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,CARNGLASS MORE,IRE_GRIFF_006_021.jpg,1,7,True,1,True,,True,97 15 0,97 18 0,107 5 0,107 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,LISNARICK,IRE_GRIFF_006_021.jpg,1,5,True,1,True,,True,85 10 0,85 10 0,91 10 0,91 10 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,CARNGLASS BEG,IRE_GRIFF_006_021.jpg,1,10,True,1,True,,True,72 7 0,72 7 0,79 5 0,79 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,KILMOYLE,"IRE_GRIFF_006_021.jpg,IRE_GRIFF_006_022.jpg",2,14,True,1,False,,False,92 12 0,104 12 0,458 10 0,122 15 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,BALLYROCK IRISH,IRE_GRIFF_006_022.jpg,1,31,True,1,True,,True,139 4 0,139 4 0,174 15 0,174 15 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYHEMLIN,IRE_GRIFF_006_022.jpg,1,19,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYLOUGHMORE,IRE_GRIFF_006_025.jpg,1,23,True,1,False,,True,88 12 0,267 10 0,104 5 0,332 15 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYNARRY LOWER,IRE_GRIFF_006_025.jpg,1,23,True,1,True,,True,163 11 0,163 16 0,236 16 0,178 11 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,CASTLECAT,IRE_GRIFF_006_025.jpg,1,13,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYHOLE,"IRE_GRIFF_006_035.jpg,IRE_GRIFF_006_036.jpg",2,68,True,2,True,,False,331 18 0,384 6 0,367 18 0,419 11 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"PRIESTLAND, EAST",IRE_GRIFF_006_036.jpg,1,31,True,1,True,,True,136 15 0,134 15 0,158 5 0,158 5 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"PRIESTLAND, WEST",IRE_GRIFF_006_036.jpg,1,15,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,GLENTASK,IRE_GRIFF_006_040.jpg,1,5,True,1,True,,True,107 0 0,107 0 0,118 0 0,118 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,DUNLUCE,IRE_GRIFF_006_040.jpg,1,7,True,2,True,,True,125 10 0,125 10 0,200 10 0,133 10 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BONEYCLASSAGH,IRE_GRIFF_006_040.jpg,1,14,True,2,True,,True,71 4 0,77 14 0,80 10 0,87 15 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYMAGARRY,"IRE_GRIFF_006_040.jpg,IRE_GRIFF_006_041.jpg",2,33,True,2,True,,False,452 13 0,469 13 0,556 10 0,528 5 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,CLOONY,IRE_GRIFF_006_041.jpg,1,2,True,1,True,,True,50 10 0,50 10 0,54 0 0,54 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,TANDERAGEE,IRE_GRIFF_006_041.jpg,1,4,True,1,True,,True,32 12 0,32 12 0,34 15 0,34 15 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYMACREA LOWER,IRE_GRIFF_006_041.jpg,1,5,True,1,True,,True,50 10 0,50 15 0,57 0 0,57 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYCRAIG UPPER,"IRE_GRIFF_006_041.jpg,IRE_GRIFF_006_042.jpg",2,20,True,1,True,,False,58 19 0,58 19 0,65 10 0,65 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYKEEL,IRE_GRIFF_006_042.jpg,1,6,True,1,True,,True,72 15 0,74 15 0,107 0 0,80 5 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"BALLYCRAIG, LOWER",IRE_GRIFF_006_042.jpg,1,22,True,1,True,,True,96 6 0,73 16 0,105 0 0,82 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,MAGHERACROSS,IRE_GRIFF_006_042.jpg,1,4,True,1,True,,True,32 4 0,32 4 0,33 0 0,33 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,GORTNEE,IRE_GRIFF_006_043.jpg,1,10,True,1,True,,True,86 7 0,92 12 0,98 15 0,106 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLINTRAE,IRE_GRIFF_006_043.jpg,1,10,True,1,True,,True,104 19 0,104 19 10,180 5 0,152 15 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BUSHFOOT or LISANDUFF,"IRE_GRIFF_006_043.jpg,IRE_GRIFF_006_044.jpg",2,35,True,3,True,,False,175 10 0,196 15 0,348 15 0,464 15 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,MEADOW PARKS,IRE_GRIFF_006_044.jpg,1,12,True,1,True,,True,42 10 0,42 10 0,42 10 0,42 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,CRAIGABONEY,IRE_GRIFF_006_044.jpg,1,5,False,0,False,no_total_row,True,,,,,
ANTRIM,CARY,BILLY,"CLOGHER, SOUTH",IRE_GRIFF_006_051.jpg,1,14,True,1,True,,True,116 10 0,151 15 0,125 0 0,161 5 0,
ANTRIM,CARY,BILLY,CLOGHER ANDERSON,IRE_GRIFF_006_051.jpg,1,3,True,1,True,,True,61 10 0,61 10 0,62 5 0,62 5 0,
ANTRIM,CARY,BILLY,"CLOGHER, NORTH","IRE_GRIFF_006_051.jpg,IRE_GRIFF_006_052.jpg,IRE_GRIFF_006_053.jpg",3,103,True,3,True,,False,246 10 0,240 10 0,995 10 6,1016 0 0,True
ANTRIM,CARY,BILLY,"MAGHERABOY, or BUSHMILLS","IRE_GRIFF_006_053.jpg,IRE_GRIFF_006_054.jpg,IRE_GRIFF_006_055.jpg",3,91,False,0,False,no_total_row,False,,,,,
ANTRIM,CARY,BILLY,THE CUCKOO'S NEST,IRE_GRIFF_006_055.jpg,1,6,False,0,False,no_total_row,True,,,,,
ANTRIM,CARY,BILLY,M'ILROY'S-COURT,IRE_GRIFF_006_055.jpg,1,12,True,1,False,,True,0 0 0,29 0 0,12 10 0,408 15 0,
ANTRIM,CARY,BILLY,TOWN OF BUSHHILLS,IRE_GRIFF_006_055.jpg,1,4,True,2,False,,True,0 5 0,29 5 0,20 0 0,428 15 0,True
ARMAGH,ARMAGH,CLONFEACLE,BALLYTRODDAN,IRE_GRIFF_018_216.jpg,1,16,True,1,False,,True,158 10 0,323 5 0,68 0 0,351 10 0,
ARMAGH,ARMAGH,CLONFEACLE,BLACKWATER-TOWN OF LISBOFIN,"IRE_GRIFF_018_216.jpg,IRE_GRIFF_018_217.jpg,IRE_GRIFF_018_218.jpg",3,133,True,3,True,,False,292 10 0,292 10 0,849 15 0,703 5 0,True
ARMAGH,ARMAGH,CLONFEACLE,DRUMARN,IRE_GRIFF_018_218.jpg,1,11,True,1,True,,True,68 15 0,68 15 0,105 5 0,101 5 0,
ARMAGH,ARMAGH,CLONFEACLE,DRUMASK OR BALLYCULLEN,IRE_GRIFF_018_218.jpg,1,4,True,1,True,,True,85 15 0,85 15 0,112 10 0,112 10 0,
ARMAGH,ARMAGH,DERRYNOOSE,BROOTALLY,IRE_GRIFF_018_225.jpg,1,13,True,1,False,,True,77 5 0,533 16 0,113 15 0,598 11 0,
ARMAGH,ARMAGH,DERRYNOOSE,DERNALEA,IRE_GRIFF_018_225.jpg,1,39,True,1,True,,True,340 10 0,340 0 0,524 1 0,372 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,TAMLAGHT,"IRE_GRIFF_018_225.jpg,IRE_GRIFF_018_226.jpg",2,35,True,1,True,,False,284 5 0,284 5 0,445 10 0,340 15 0,
ARMAGH,ARMAGH,DERRYNOOSE,TULLYCALLIDY,IRE_GRIFF_018_226.jpg,1,29,True,1,True,,True,375 0 0,384 0 0,557 5 0,426 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,CORVEEN,IRE_GRIFF_018_226.jpg,1,2,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,KILCREEVY OTRA,IRE_GRIFF_018_232.jpg,1,36,True,1,True,,True,233 12 0,333 16 0,288 12 0,370 16 0,
ARMAGH,ARMAGH,DERRYNOOSE,DRUMLACANVER,IRE_GRIFF_018_232.jpg,1,26,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,MOWILLIN,IRE_GRIFF_018_236.jpg,1,21,True,3,False,,True,80 15 0,317 0 0,109 10 0,369 10 0,True
ARMAGH,ARMAGH,DERRYNOOSE,DERRYHENNET,"IRE_GRIFF_018_236.jpg,IRE_GRIFF_018_237.jpg",2,57,True,1,True,,False,274 15 0,275 0 0,355 0 0,325 10 0,
ARMAGH,ARMAGH,DERRYNOOSE,FARNALOY,IRE_GRIFF_018_237.jpg,1,3,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,CAMLAGH,IRE_GRIFF_018_243.jpg,1,11,True,1,False,,True,49 10 0,380 15 0,74 10 0,435 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,CARRYHUGH,"IRE_GRIFF_018_243.jpg,IRE_GRIFF_018_244.jpg",2,67,True,1,True,,False,289 18 0,291 10 0,479 15 0,334 0 0,
ARMAGH,ARMAGH,DERRYNOOSE,DRUMGAR,IRE_GRIFF_018_244.jpg,1,28,True,1,True,,True,357 0 0,357 0 0,487 15 0,398 5 0,
ARMAGH,ARMAGH,GRANGE,ANNAHAGH,IRE_GRIFF_018_244.jpg,1,10,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,KEADY,ISKYLEADOW,IRE_GRIFF_018_266.jpg,1,45,True,3,True,,True,261 15 0,246 15 0,353 15 0,281 5 0,True
ARMAGH,ARMAGH,KEADY,TASSAGH,"IRE_GRIFF_018_266.jpg,IRE_GRIFF_018_267.jpg,IRE_GRIFF_018_268.jpg",3,78,True,3,True,,False,573 5 0,600 5 0,1031 10 0,999 0 0,True
ARMAGH,ARMAGH,KEADY,TULLYNAMALLOGE,"IRE_GRIFF_018_268.jpg,IRE_GRIFF_018_269.jpg",2,51,True,1,True,,False,443 5 0,413 15 0,1073 5 0,896 10 0,
ARMAGH,ARMAGH,KEADY,CROSSMORE,"IRE_GRIFF_018_269.jpg,IRE_GRIFF_018_270.jpg,IRE_GRIFF_018_271.jpg,IRE_GRIFF_018_272.jpg",4,170,True,1,True,,False,352 5 0,350 0 0,1249 12 0,1182 7 0,
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_272.jpg,1,6,True,2,False,,False,2 0 0,354 0 0,104 10 0,1302 17 0,True
ARMAGH,ARMAGH,KEADY,LAGAN,IRE_GRIFF_018_272.jpg,1,13,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,KEADY,CLAY,IRE_GRIFF_018_277.jpg,1,9,True,3,False,,True,8 15 0,806 15 0,11 5 0,964 0 0,True
ARMAGH,ARMAGH,KEADY,DARKLEY,"IRE_GRIFF_018_277.jpg,IRE_GRIFF_018_278.jpg,IRE_GRIFF_018_279.jpg,IRE_GRIFF_018_280.jpg,IRE_GRIFF_018_281.jpg",5,156,True,2,True,,False,414 0 0,590 0 0,1493 0 0,1684 5 0,True
ARMAGH,ARMAGH,KEADY,DUNDROM,"IRE_GRIFF_018_281.jpg,IRE_GRIFF_018_282.jpg",2,23,True,1,True,,False,380 0 0,389 0 0,576 10 0,545 5 0,
ARMAGH,ARMAGH,KEADY,RACARBRY,"IRE_GRIFF_018_282.jpg,IRE_GRIFF_018_283.jpg,IRE_GRIFF_018_284.jpg,IRE_GRIFF_018_285.jpg",4,171,True,2,True,,False,302 0 0,402 10 0,731 1 0,975 15 0,True
ARMAGH,ARMAGH,KEADY,TULLYGLUSH,"IRE_GRIFF_018_285.jpg,IRE_GRIFF_018_286.jpg",2,68,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CARGACLOGHER,IRE_GRIFF_018_289.jpg,1,30,True,1,False,,True,65 10 0,265 10 0,107 15 0,376 0 0,
ARMAGH,ARMAGH,KEADY,CROSSDENED,"IRE_GRIFF_018_289.jpg,IRE_GRIFF_018_290.jpg,IRE_GRIFF_018_291.jpg",3,38,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_291.jpg,1,52,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CROSSDENEED,"IRE_GRIFF_018_292.jpg,IRE_GRIFF_018_293.jpg",2,102,True,1,False,,False,4 5 0,452 2 0,327 15 0,1289 2 0,
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_293.jpg,1,3,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CROSSDENED,IRE_GRIFF_018_294.jpg,1,4,True,2,False,,False,2 0 0,457 2 0,42 10 0,1392 2 0,True
ARMAGH,ARMAGH,LISNADILL,KENNEDIES,"IRE_GRIFF_018_294.jpg,IRE_GRIFF_018_295.jpg",2,43,True,2,True,,False,295 10 0,295 10 0,506 10 0,506 10 0,True
ARMAGH,ARMAGH,LISNADILL,BALLYHERIDAN,IRE_GRIFF_018_295.jpg,1,31,True,1,True,,True,505 0 6,505 15 0,637 15 0,540 5 0,
ARMAGH,ARMAGH,LISNADILL,BALTARRAN,IRE_GRIFF_018_295.jpg,1,19,True,1,True,,True,226 10 0,226 10 0,390 5 0,256 15 0,
ARMAGH,ARMAGH,LISNADILL,"BALLYCOFFEY, OR BALLYHOY",IRE_GRIFF_018_303.jpg,1,12,True,1,True,,True,142 15 0,251 0 0,155 5 0,270 0 0,
ARMAGH,ARMAGH,LISNADILL,TIREARLY,IRE_GRIFF_018_303.jpg,1,17,True,1,True,,True,237 8 0,220 8 0,278 10 0,278 10 0,
ARMAGH,ARMAGH,LOUGHGALL,ANNAGH-MACANUS,IRE_GRIFF_018_303.jpg,1,10,True,1,True,,True,38 15 0,39 5 0,42 15 0,43 10 0,
ARMAGH,ARMAGH,LOUGHGALL,BOROUGH OF CHARLEMONT,"IRE_GRIFF_018_303.jpg,IRE_GRIFF_018_304.jpg,IRE_GRIFF_018_305.jpg,IRE_GRIFF_018_306.jpg",4,173,True,10,True,,False,373 5 0,373 5 0,904 15 0,953 0 0,True
ARMAGH,ARMAGH,LOUGHGALL,AGHINLIG,"IRE_GRIFF_018_307.jpg,IRE_GRIFF_018_308.jpg,IRE_GRIFF_018_309.jpg",3,109,True,3,True,,False,408 5 0,414 15 0,975 0 0,658 0 0,True
ARMAGH,ARMAGH,LOUGHGALL,CORR AND DUNAVALLY,IRE_GRIFF_018_309.jpg,1,21,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,LOUGHGALL,KEENAGHAN,IRE_GRIFF_018_313.jpg,1,22,True,2,False,,True,40 10 0,445 0 0,96 5 0,557 5 0,True
ARMAGH,ARMAGH,LOUGHGALL,KISHABOY,IRE_GRIFF_018_313.jpg,1,19,True,1,True,,True,14 15 0,14 15 0,42 0 0,33 5 0,
ARMAGH,ARMAGH,LOUGHGALL,KINNEGOE,"IRE_GRIFF_018_313.jpg,IRE_GRIFF_018_314.jpg",2,56,True,3,True,,False,247 15 0,246 15 0,551 5 0,373 10 0,True
ARMAGH,ARMAGH,LOUGHGALL,LISLASLY,"IRE_GRIFF_018_314.jpg,IRE_GRIFF_018_315.jpg",2,70,True,3,True,,False,245 0 0,211 2 8,353 5 0,285 0 0,True
ARMAGH,ARMAGH,EGLISH,AUGHRAFIN,IRE_GRIFF_018_318.jpg,1,15,True,1,True,,True,169 15 0,212 10 0,250 0 0,231 10 0,
ARMAGH,ARMAGH,EGLISH,BRACKNAGH,IRE_GRIFF_018_318.jpg,1,11,True,1,True,,True,169 15 0,169 15 0,199 15 0,191 0 0,
ARMAGH,ARMAGH,EGLISH,CULLENTRAGH,IRE_GRIFF_018_318.jpg,1,16,True,1,True,,True,224 15 0,225 5 0,402 15 0,561 5 0,
ARMAGH,ARMAGH,EGLISH,KNOCKAGRAFFY,IRE_GRIFF_018_318.jpg,1,2,True,1,True,,True,26 10 0,26 10 0,26 10 0,26 10 0,
ARMAGH,ARMAGH,EGLISH,TONNAGH,"IRE_GRIFF_018_318.jpg,IRE_GRIFF_018_319.jpg",2,20,True,1,True,,False,207 15 0,207 15 0,336 10 0,321 0 0,
ARMAGH,ARMAGH,EGLISH,BALLYDOO,IRE_GRIFF_018_319.jpg,1,19,True,1,True,,True,199 0 0,199 0 0,221 0 0,221 0 0,
ARMAGH,ARMAGH,EGLISH,BALLYSCANDAL,IRE_GRIFF_018_321.jpg,1,5,True,1,False,,True,48 0 0,140 10 0,53 0 0,161 0 0,
ARMAGH,ARMAGH,EGLISH,CREEVEROE,IRE_GRIFF_018_321.jpg,1,14,True,2,True,,True,133 5 0,133 5 0,219 5 0,155 0 0,True
ARMAGH,ARMAGH,EGLISH,DRUMEE,IRE_GRIFF_018_321.jpg,1,10,True,1,True,,True,167 0 0,167 0 0,183 10 0,183 10 0,
ARMAGH,ARMAGH,EGLISH,LISADIAN,"IRE_GRIFF_018_321.jpg,IRE_GRIFF_018_322.jpg",2,30,True,2,True,,False,199 15 0,199 15 0,358 0 0,353 15 0,True
ARMAGH,ARMAGH,EGLISH,NAVAN,IRE_GRIFF_018_322.jpg,1,37,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,TYNAN,"CREARUA, OR FELLOW'S HALL",IRE_GRIFF_018_335.jpg,1,8,True,1,False,,True,73 10 0,261 10 0,89 0 0,361 10 0,
ARMAGH,ARMAGH,TYNAN,DRUM,IRE_GRIFF_018_335.jpg,1,12,True,1,True,,True,225 10 0,225 10 0,239 15 0,239 15 0,
ARMAGH,ARMAGH,ARMAGH,CARGAGE,IRE_GRIFF_018_335.jpg,1,21,True,1,True,,True,45 5 0,45 5 0,71 10 0,71 10 0,
ARMAGH,ARMAGH,ARMAGH,ABBEY PARK,IRE_GRIFF_018_335.jpg,1,4,True,1,True,,True,21 15 0,21 15 0,27 5 0,27 5 0,
ARMAGH,ARMAGH,ARMAGH,CORPORATION,"IRE_GRIFF_018_346.jpg,IRE_GRIFF_018_347.jpg,IRE_GRIFF_018_352.jpg,IRE_GRIFF_018_353.jpg,IRE_GRIFF_018_354.jpg",5,217,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,ARMAGH,LISNALLY-LANE,IRE_GRIFF_018_354.jpg,1,8,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,ARMAGH,RAILWAY-STREET,IRE_GRIFF_018_354.jpg,1,9,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,ARMAGH,CORPORATION,"IRE_GRIFF_018_377.jpg,IRE_GRIFF_018_381.jpg,IRE_GRIFF_018_382.jpg",3,108,True,3,False,,False,177 15 0,2540 15 0,3504 10 0,22181 10 0,True
ARMAGH,TIRANNY,TYNAN,DRUMGOLLIF,IRE_GRIFF_018_399.jpg,1,12,True,1,True,,True,100 15 0,175 15 0,177 0 0,207 0 0,
ARMAGH,TIRANNY,TYNAN,FOYARR,IRE_GRIFF_018_399.jpg,1,18,True,1,True,,True,146 15 0,156 15 0,247 0 0,172 15 0,
ARMAGH,TIRANNY,TYNAN,KNOCKANEAGH,IRE_GRIFF_018_399.jpg,1,23,True,1,True,,True,242 10 0,242 10 0,338 5 0,269 15 0,
ARMAGH,TIRANNY,TYNAN,POLLNAGH,IRE_GRIFF_018_400.jpg,1,32,True,1,True,,True,320 0 0,320 0 0,360 0 0,360 0 0,
ARMAGH,TIRANNY,TYNAN,TURRY,IRE_GRIFF_018_400.jpg,1,5,True,1,True,,True,184 15 0,184 15 0,199 5 0,199 5 0,
ARMAGH,TIRANNY,TYNAN,ARDGOANNELL,IRE_GRIFF_018_400.jpg,1,22,False,0,False,no_total_row,True,,,,,
ARMAGH,TIRANNY,TYNAN,KILTUBBRID,IRE_GRIFF_018_404.jpg,1,20,True,1,False,,True,296 12 0,296 12 0,749 10 0,325 10 0,
