county_effective,barony_effective,parish_effective,townland_linked,page_names,page_num,row_count,subcategory,ends_at_page_bottom,next_page_in_corpus,next_page_first_townland,other_model_has_total
KILDARE,"NAAS, SOUTH",KILLASHEE,"NEVILAND, NORTH",IRE_GRIFF_137_040.jpg,137_040,16,continues_to_unscanned_page,True,False,,False
KILDARE,CONNELL,GREATCONNELL,ROSETOWN,IRE_GRIFF_137_056.jpg,137_056,4,continues_to_unscanned_page,True,False,,False
KILDARE,CONNELL,KILMEAGE,LOWTOWN,IRE_GRIFF_137_066.jpg,137_066,9,continues_to_unscanned_page,True,False,,False
KILDARE,CONNELL,LADYTOWN,LADYTOWN,IRE_GRIFF_137_071.jpg,137_071,18,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, WEST",MONASTEREVIN,OGHIL,IRE_GRIFF_138_156.jpg,138_156,21,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, WEST",NURNEY,BALLYNSTOWN,IRE_GRIFF_138_159.jpg,138_159,4,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,AGHAVILLER,BOOLYGLASS.,IRE_GRIFF_139_011.jpg,139_011,30,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,DERRYNAHINCH,BALLYHALE,IRE_GRIFF_139_018.jpg,139_018,20,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,COTTERELLISBROOK,IRE_GRIFF_139_030.jpg,139_030,46,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,OLDTOWN,IRE_GRIFF_139_033.jpg,139_033,6,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KILBEACON,SMITHSTOWN,IRE_GRIFF_139_043.jpg,139_043,8,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KNOCKTOPHER,CARRICKSHOCK COMMONS,IRE_GRIFF_139_054.jpg,139_054,5,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KNOCKTOPHER,BALLYKNOCK-MORE,IRE_GRIFF_139_062.jpg,139_062,3,continues_to_unscanned_page,True,False,,False
KILKENNY,IDA,KILMAKEVOGE,ROBINSTOWN,IRE_GRIFF_142_068.jpg,142_068,16,continues_to_unscanned_page,True,False,,False
KILKENNY,KELLS,KILMAGANNY,COTTRELLSTOWN,IRE_GRIFF_143_041.jpg,143_041,6,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,ENNISNAG,ENNISNAG,IRE_GRIFF_144_020.jpg,144_020,31,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,TULLAGHANBROGUE,COOLAPOGE,IRE_GRIFF_144_045.jpg,144_045,3,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,ST CANICE,BALLYNALINA,IRE_GRIFF_145_055.jpg,145_055,8,continues_to_unscanned_page,True,False,,True
KILKENNY,SHILLELOGHER,ENNISNAG,ENNISNAG,IRE_GRIFF_145_064.jpg,145_064,47,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,FIDDOWN,KILMANAHIN,IRE_GRIFF_147_024.jpg,147_024,8,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,KILMACOW,BALLYNEARLA,IRE_GRIFF_147_030.jpg,147_030,24,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,POLLRONE,BALLYTARSNEY,IRE_GRIFF_147_043.jpg,147_043,5,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,PORTNASCULLY,BALLYGOREY,IRE_GRIFF_147_051.jpg,147_051,15,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,RATHKIERAN,CLOXASSY,IRE_GRIFF_147_057.jpg,147_057,30,continues_to_unscanned_page,True,False,,False
KING'S,BALLYBRITT,KINNITTY,CASTLETOWN AND GLINSE,IRE_GRIFF_150_063.jpg,150_063,14,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,GALLEN,DERRYCARNEY,IRE_GRIFF_150_127.jpg,150_127,4,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LUSMAGH,BUNREVAN,IRE_GRIFF_150_161.jpg,150_161,5,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LUSMAGH,GORTSKEHA,IRE_GRIFF_150_167.jpg,150_167,13,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,REYNAGH,DERNAFANNY,IRE_GRIFF_150_181.jpg,150_181,10,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LEMANAGHAN,"PARKAREE, or BOHEIRFADDA",IRE_GRIFF_150_207.jpg,150_207,3,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,TISARAN,CLOGHALMORE,IRE_GRIFF_150_212.jpg,150_212,7,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,WHEERY,KEELOGE,IRE_GRIFF_150_228.jpg,150_228,7,continues_to_unscanned_page,True,False,,False
LIMERICK,KENRY,KILCORNAN,DROAILOHAN,IRE_GRIFF_166_041.jpg,166_041,26,continues_to_unscanned_page,True,False,,False
LIMERICK,PUBBLEBRIEN,CROOM,TORYHILL,IRE_GRIFF_168_025.jpg,168_025,57,continues_to_unscanned_page,True,False,,False
LONGFORD,RATHCLINE,SHRULE,DAROGE,IRE_GRIFF_182_043.jpg,182_043,6,continues_to_unscanned_page,True,False,,False
LONGFORD,RATHCLINE,RATHCLINE,TURREEN,IRE_GRIFF_184_050.jpg,184_050,12,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,DERRYNAHINCH,CASTLEBANNY,IRE_GRIFF_196_013.jpg,196_013,8,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KILKEASY,KNOCKMOYLAN,IRE_GRIFF_196_025.jpg,196_025,3,continues_to_unscanned_page,True,False,,True
KILKENNY,KNOCKTOPHER,STONECARTHY,COTTERELLSBOOLY.,IRE_GRIFF_196_028.jpg,196_028,3,continues_to_unscanned_page,True,False,,False
MEATH,"SLANE, UPPER",MONKNEWTOWN,MONKNEWTOWN,IRE_GRIFF_204_112.jpg,204_112,14,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,BALLYSAKEERY,BALLYNAC-KEEHOLA,IRE_GRIFF_207_043.jpg,207_043,13,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,CROSSMOLINA,CROSSMOLINA,IRE_GRIFF_207_053.jpg,207_053,48,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,CROSSMOLINA,TOWN OF CROSSMOLINA,IRE_GRIFF_207_063.jpg,207_063,19,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,KILBELFAD,CUING MORE,IRE_GRIFF_207_091.jpg,207_091,8,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERAGH,KILMOREMOY,"ARDNAREE, OR SHANAGHY",IRE_GRIFF_207_158.jpg,207_158,20,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERAGH,KILMOREMOY,BEHY MORE,IRE_GRIFF_207_160.jpg,207_160,5,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,DOONFEENY,GEEVRAWN,IRE_GRIFF_216_024.jpg,216_024,18,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,KILCUMMIN,KILCUMMIN,IRE_GRIFF_216_037.jpg,216_037,16,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,MOYGAWNAGH,FORREW,IRE_GRIFF_216_079.jpg,216_079,12,continues_to_unscanned_page,True,False,,False
MEATH,MORGALLION,NOBBER,RATHGILLEN,IRE_GRIFF_222_030.jpg,222_030,7,continues_to_unscanned_page,True,False,,False
MEATH,MORGALLION,DRAKESTOWN,DRAKESTOWN,IRE_GRIFF_223_015.jpg,223_015,4,continues_to_unscanned_page,True,False,,False
MEATH,SKREEN,DANESTOWN,DANESTOWN,IRE_GRIFF_223_078.jpg,223_078,13,continues_to_unscanned_page,True,False,,False
MEATH,"NAVAN, LOWER",NAVAN,DUFFSLAND,IRE_GRIFF_223_133.jpg,223_133,5,continues_to_unscanned_page,True,False,,False
MEATH,"NAVAN, UPPER",CLONMACDUFF,TULLAGHANSTOWN,IRE_GRIFF_225_012.jpg,225_012,38,continues_to_unscanned_page,True,False,,False
MEATH,LUNE,ATHBOY,DERLANGAN,IRE_GRIFF_225_112.jpg,225_112,8,continues_to_unscanned_page,True,False,,False
MEATH,LUNE,KILLACONNIGAN,BALLIVOR,IRE_GRIFF_225_136.jpg,225_136,24,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,BALLYBAY,TERRYGREEGHAN,IRE_GRIFF_227_048.jpg,227_048,16,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,CLONTIBRET,FORNIL,IRE_GRIFF_227_084.jpg,227_084,17,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,CLONTIBRET,MODEESE,IRE_GRIFF_227_092.jpg,227_092,19,continues_to_unscanned_page,True,False,,True
MONAGHAN,CREMORNE,CLONTIBRET,BILLEADY,IRE_GRIFF_227_094.jpg,227_094,8,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,REDUFF,IRE_GRIFF_227_110.jpg,227_110,20,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,BRACKLY,IRE_GRIFF_227_114.jpg,227_114,15,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,"MULLANARY, COR-TANNAL",IRE_GRIFF_227_125.jpg,227_125,11,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,ERRIGAL TROUGH,AGHAMACKALINN,IRE_GRIFF_228_152.jpg,228_152,20,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,DRUMLOOD,IRE_GRIFF_230_017.jpg,230_017,10,continues_to_unscanned_page,True,False,,False
MONAGHAN,DARTREE,EMATRIS,CARSAN,IRE_GRIFF_230_056.jpg,230_056,24,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,DONAGH,STRAMORE,IRE_GRIFF_231_023.jpg,231_023,6,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,DONAGH,SILLIS,IRE_GRIFF_231_045.jpg,231_045,3,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,DONAGH,BRACKAGH,IRE_GRIFF_231_054.jpg,231_054,16,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEDAVNET,GLASDRUMMAN,IRE_GRIFF_231_075.jpg,231_075,8,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEDAVNET,DRUMDESCO,IRE_GRIFF_231_085.jpg,231_085,21,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEDAVNET,SHEE,IRE_GRIFF_231_109.jpg,231_109,3,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,CLONES,MULLADUFF,IRE_GRIFF_231_126.jpg,231_126,20,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,DRUMSNAT,COOLCORRAGH,IRE_GRIFF_231_134.jpg,231_134,11,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,KILMORE,SLIEVEROE,IRE_GRIFF_231_148.jpg,231_148,6,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEHALLAN,DRUMAGELVIN,IRE_GRIFF_231_190.jpg,231_190,31,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,RAKEERAGH,IRE_GRIFF_231_199.jpg,231_199,7,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,BEAGH (KEARNS),IRE_GRIFF_231_207.jpg,231_207,10,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,FERAGH,IRE_GRIFF_231_209.jpg,231_209,3,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,KILLYGOWAN,IRE_GRIFF_231_222.jpg,231_222,31,continues_to_unscanned_page,True,False,,False
QUEEN'S,CULLENAGH,ABBEYLEIX,LISBIGNEY,IRE_GRIFF_236_021.jpg,236_021,25,continues_to_unscanned_page,True,False,,False
QUEEN'S,CULLENAGH,DYSARTGALLEN,BOLEYREG,IRE_GRIFF_236_049.jpg,236_049,22,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, EAST",BORRIS,RATHNAMANAGH,IRE_GRIFF_237_030.jpg,237_030,9,continues_to_unscanned_page,True,False,,False
QUEEN'S,PORTNAHINCH,ARDEA,PORTNAHINCH,IRE_GRIFF_238_025.jpg,238_025,6,continues_to_unscanned_page,True,False,,False
QUEEN'S,SLIEVEMARGY,KILLABBAN,COONBEG,IRE_GRIFF_239_021.jpg,239_021,4,continues_to_unscanned_page,True,False,,False
QUEEN'S,SLIEVEMARGY,KILLESHIN,CROSSNEEN,IRE_GRIFF_239_041.jpg,239_041,6,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, WEST",CLONENAGH & CLONAGHEEN,CAPPSAGH SOUTH,IRE_GRIFF_243_017.jpg,243_017,3,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, WEST",CLONENAGH & CLONAGHEEN,DYSARTBEAGH,IRE_GRIFF_243_039.jpg,243_039,60,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,AHAMLISH,KILKILLOGE,IRE_GRIFF_253_014.jpg,253_014,16,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,AHAMLISH,DRUMFAD,IRE_GRIFF_253_024.jpg,253_024,8,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,DRUMCLIFF,DOONFORE,IRE_GRIFF_253_055.jpg,253_055,14,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,DRUMCLIFF,CREGGYCONNELL,IRE_GRIFF_253_082.jpg,253_082,13,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,CALRY,BALLYNAMONA,IRE_GRIFF_253_093.jpg,253_093,9,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,CALRY,COLGAGH,IRE_GRIFF_253_095.jpg,253_095,10,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,ST JOHN,"DERRYDARRAGH, on OAKFIELD",IRE_GRIFF_253_102.jpg,253_102,13,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,KILLASPUGBRONE,BARNASRAHY,IRE_GRIFF_253_113.jpg,253_113,9,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,CALRY,BALLYTIVNAN (part of),IRE_GRIFF_253_132.jpg,253_132,3,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,ST JOHN,CORNAGEEHA,IRE_GRIFF_253_169.jpg,253_169,5,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,ST JOHN,"ABBEYQUARTER, SOUTH",IRE_GRIFF_253_177.jpg,253_177,31,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,ST JOHN,ABBEYCARTER,IRE_GRIFF_253_180.jpg,253_180,54,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,ST JOHN,"ABBERQUARTER, NORTH",IRE_GRIFF_253_183.jpg,253_183,33,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERRILL,KILMACALLAN,CARTRONROE,IRE_GRIFF_253_255.jpg,253_255,3,continues_to_unscanned_page,True,False,,False
SLIGO,LEYNY,AGHONRY,CORSALLAGH,IRE_GRIFF_254_036.jpg,254_036,14,continues_to_unscanned_page,True,False,,False
SLIGO,LEYNY,KILMACTEIGE,CREEGHASSAUN,IRE_GRIFF_254_123.jpg,254_123,4,continues_to_unscanned_page,True,False,,False
TIPPERARY,MIDDLETHIRD,FETHARD,GARRINCH,IRE_GRIFF_260_083.jpg,260_083,18,continues_to_unscanned_page,True,False,,False
TIPPERARY,MIDDLETHIRD,MORA,GRAIGUE,IRE_GRIFF_260_125.jpg,260_125,4,continues_to_unscanned_page,True,False,,False
TIPPERARY,MIDDLETHIRD,ST PATRICKSROCK,TOWN OF CASHEL,IRE_GRIFF_260_188.jpg,260_188,36,continues_to_unscanned_page,True,False,,False
TIPPERARY,ELIOGARTY,FERTIANA,"GALBERTSTOWN, LR.",IRE_GRIFF_262_022.jpg,262_022,9,continues_to_unscanned_page,True,False,,False
TIPPERARY,ELIOGARTY,TEMPLEMORE,BALLYCAMILL,IRE_GRIFF_262_075.jpg,262_075,13,continues_to_unscanned_page,True,False,,False
TIPPERARY,CLANWILLIAM,CLONBEG,STONEPARK,IRE_GRIFF_296_035.jpg,296_035,9,continues_to_unscanned_page,True,False,,False
