county_effective,barony_effective,parish_effective,townland_linked,page_names,row_count,category,neighbor_direction,neighbor_townland,neighbor_similarity,neighbor_total_rows,candidate_row_pos,candidate_is_last_row,candidate_occupier,candidate_total_val,sum_other_rows_total_val
ANTRIM,CARY,BILLY,"MAGHERABOY, or BUSHMILLS","IRE_GRIFF_006_053.jpg,IRE_GRIFF_006_054.jpg,IRE_GRIFF_006_055.jpg",91,genuinely_missing,,,,,,,,,
ANTRIM,CARY,BILLY,THE CUCKOO'S NEST,IRE_GRIFF_006_055.jpg,6,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,CORVEEN,IRE_GRIFF_018_226.jpg,2,tiny_segment,,,,,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,DRUMLACANVER,IRE_GRIFF_018_232.jpg,26,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,FARNALOY,IRE_GRIFF_018_237.jpg,3,unflagged_total,,,,,0,False,John M'Cann,7 5 0,8 0 0
ARMAGH,ARMAGH,GRANGE,ANNAHAGH,IRE_GRIFF_018_244.jpg,10,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,KEADY,LAGAN,IRE_GRIFF_018_272.jpg,13,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,KEADY,TULLYGLUSH,"IRE_GRIFF_018_285.jpg,IRE_GRIFF_018_286.jpg",68,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,KEADY,CROSSDENED,"IRE_GRIFF_018_289.jpg,IRE_GRIFF_018_290.jpg,IRE_GRIFF_018_291.jpg",38,unflagged_total,,,,,15,False,James M'Kean,198 0 0,234 10 0
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_291.jpg,52,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_293.jpg,3,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,LOUGHGALL,CORR AND DUNAVALLY,IRE_GRIFF_018_309.jpg,21,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,EGLISH,NAVAN,IRE_GRIFF_018_322.jpg,37,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,ARMAGH,CORPORATION,"IRE_GRIFF_018_346.jpg,IRE_GRIFF_018_347.jpg,IRE_GRIFF_018_352.jpg,IRE_GRIFF_018_353.jpg,IRE_GRIFF_018_354.jpg",217,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,ARMAGH,LISNALLY-LANE,IRE_GRIFF_018_354.jpg,8,genuinely_missing,,,,,,,,,
ARMAGH,ARMAGH,ARMAGH,RAILWAY-STREET,IRE_GRIFF_018_354.jpg,9,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,TYNAN,ARDGOANNELL,IRE_GRIFF_018_400.jpg,22,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,TYNAN,MULLANARY,IRE_GRIFF_018_407.jpg,4,unflagged_total,,,,,0,False,Francis Mallon,17 15 0,31 0 0
ARMAGH,TIRANNY,TYNAN,CRANN,IRE_GRIFF_018_412.jpg,6,unflagged_total,,,,,2,False,Patrick Traynor,14 0 0,14 15 0
ARMAGH,TIRANNY,TYNAN,TYNAN,"IRE_GRIFF_018_421.jpg,IRE_GRIFF_018_422.jpg",45,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,TYNAN,VILLAGE OF TYNAN,IRE_GRIFF_018_422.jpg,14,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,TYNAN,TULLYGLUSH (NEVIN),IRE_GRIFF_018_426.jpg,7,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,TYNAN,CORTYNAN,IRE_GRIFF_018_427.jpg,55,genuinely_missing,,,,,,,,,
ARMAGH,TIRANNY,EGLISH,LISBANE,IRE_GRIFF_018_430.jpg,5,genuinely_missing,,,,,,,,,
LOUTH,LOUTH,LOUTH,CARRICKMULLAN,IRE_GRIFF_024_040.jpg,7,genuinely_missing,,,,,,,,,
LOUTH,LOUTH,LOUTH,MULLAVALLY,IRE_GRIFF_024_052.jpg,39,genuinely_missing,,,,,,,,,
LOUTH,LOUTH,LOUTH,RICHARD TAFFES HOLDING,IRE_GRIFF_024_056.jpg,38,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, UPPER",BALLYMASCANLAN,KILCURRY,IRE_GRIFF_024_062.jpg,9,unflagged_total,,,,,7,False,James M'Ardle,78 0 0,104 18 0
LOUTH,"DUNDALK, UPPER",DUNBIN,DONAGHMORE,IRE_GRIFF_024_076.jpg,3,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, UPPER",DUNDALK,CARNBEG,IRE_GRIFF_024_080.jpg,5,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, UPPER",INISHKEEN,GORTEEN,IRE_GRIFF_024_093.jpg,17,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, UPPER",FAUGHART,DUGGOOLY,IRE_GRIFF_024_098.jpg,35,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, UPPER",ROCHE,EDENAKILL,IRE_GRIFF_024_117.jpg,16,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_121.jpg,IRE_GRIFF_024_122.jpg,IRE_GRIFF_024_123.jpg,IRE_GRIFF_024_124.jpg,IRE_GRIFF_024_125.jpg,IRE_GRIFF_024_126.jpg,IRE_GRIFF_024_127.jpg,IRE_GRIFF_024_128.jpg,IRE_GRIFF_024_129.jpg,IRE_GRIFF_024_130.jpg,IRE_GRIFF_024_131.jpg,IRE_GRIFF_024_132.jpg",708,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,CASEY'S-ROW,IRE_GRIFF_024_132.jpg,18,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,CASEY'S-PLACE,IRE_GRIFF_024_132.jpg,13,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_133.jpg,IRE_GRIFF_024_134.jpg,IRE_GRIFF_024_135.jpg,IRE_GRIFF_024_136.jpg",230,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,HALE'S-COURT,IRE_GRIFF_024_136.jpg,6,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,FRANCIS-STREET,IRE_GRIFF_024_136.jpg,4,unflagged_total,,,,,1,False,Catherine Callan,35 0 0,60 0 0
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,IRE_GRIFF_024_137.jpg,22,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,RODEN-PLACE,IRE_GRIFF_024_137.jpg,24,unflagged_total,,,,,3,False,Malcolm Browne & Co.,450 0 0,656 0 0
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,NEW-ROW,IRE_GRIFF_024_137.jpg,16,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_138.jpg,IRE_GRIFF_024_139.jpg,IRE_GRIFF_024_140.jpg",167,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,MILL-STREET,IRE_GRIFF_024_140.jpg,22,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_141.jpg,IRE_GRIFF_024_142.jpg,IRE_GRIFF_024_143.jpg,IRE_GRIFF_024_144.jpg,IRE_GRIFF_024_145.jpg",284,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,SAND-HOLE,IRE_GRIFF_024_145.jpg,26,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_146.jpg,IRE_GRIFF_024_147.jpg",103,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,RIVER-LANE,IRE_GRIFF_024_147.jpg,22,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,TOWN PARKS,"IRE_GRIFF_024_148.jpg,IRE_GRIFF_024_149.jpg,IRE_GRIFF_024_150.jpg,IRE_GRIFF_024_151.jpg,IRE_GRIFF_024_152.jpg",263,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, MUNICIPAL BOROUGH OF",DUNDALK,HILL-STREET,IRE_GRIFF_024_152.jpg,51,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, LOWER",CARLINGFORD,COMMONS,"IRE_GRIFF_024_199.jpg,IRE_GRIFF_024_200.jpg,IRE_GRIFF_024_201.jpg,IRE_GRIFF_024_202.jpg",134,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, LOWER",CARLINGFORD,DUNDALK-STREET,IRE_GRIFF_024_202.jpg,21,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, LOWER",CARLINGFORD,CORNAMUCKLAGH,IRE_GRIFF_024_203.jpg,6,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,KINAWLEY,DRUMCONRA or LOWFORGE,IRE_GRIFF_027_024.jpg,6,unflagged_total,,,,,5,True,Luke Sheils,14 5 0,20 5 0
CAVAN,TULLYHAW,KINAWLEY,KNOCKRANNY,IRE_GRIFF_027_032.jpg,8,unflagged_total,,,,,0,False,Edward M'Hugh,5 0 0,5 15 0
CAVAN,TULLYHAW,TEMPLEPORT,ARDERRY,IRE_GRIFF_027_036.jpg,17,unflagged_total,,,,,12,False,Michael M'Teague,16 10 0,17 4 0
CAVAN,TULLYHAW,TEMPLEPORT,DRUMLOUGHEER,IRE_GRIFF_027_054.jpg,21,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,KILLYCRIN,IRE_GRIFF_027_060.jpg,4,unflagged_total,,,,,1,False,Patrick M'Kiernan,10 0 0,13 16 0
CAVAN,TULLYHAW,TEMPLEPORT,OWENCAM,IRE_GRIFF_027_069.jpg,9,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,TULLYTRASNA.,IRE_GRIFF_027_077.jpg,4,unflagged_total,,,,,2,False,"Michael Cassidy,",4 10 0,7 0 0
CAVAN,TULLYHAW,TOMREGAN,CARROWMORE,IRE_GRIFF_027_079.jpg,8,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TOMREGAN,"GORTAVEE, or SCOTCHTOWN",IRE_GRIFF_027_085.jpg,6,genuinely_missing,,,,,,,,,
CAVAN,CLANMAHON,KILMORE,CORNAMUCKLAGH,IRE_GRIFF_028_116.jpg,3,genuinely_missing,,,,,,,,,
CAVAN,CASTLERAHAN,CROSSERLOUGH,LATNADRONAGH,IRE_GRIFF_028_141.jpg,18,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,RED BOG,IRE_GRIFF_028_153.jpg,47,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CORPORATION LANDS,IRE_GRIFF_028_154.jpg,26,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,BLACK BOG,IRE_GRIFF_028_154.jpg,7,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CORPORATION LANDS,IRE_GRIFF_028_155.jpg,19,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,TOWN OF BELTURBET,IRE_GRIFF_028_155.jpg,33,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CORPORATION LANDS,"IRE_GRIFF_028_156.jpg,IRE_GRIFF_028_157.jpg",90,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,DEANERY-STREET,IRE_GRIFF_028_157.jpg,17,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CORPORATION LANDS,IRE_GRIFF_028_158.jpg,5,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,FAIR-GREEN,IRE_GRIFF_028_158.jpg,31,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,BARRACK-HILL,IRE_GRIFF_028_158.jpg,21,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,RED BOG,IRE_GRIFF_028_161.jpg,12,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CREENY,IRE_GRIFF_028_162.jpg,23,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,DRUMCALPIN,IRE_GRIFF_028_166.jpg,7,unflagged_total,,,,,6,True,"Michael M'Gerty,",22 5 0,33 15 0
CAVAN,"LOUGHTEE, LOWER",ANNAGH,ROSSKEERAGH,IRE_GRIFF_028_172.jpg,30,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",DRUMLANE,GREAGHRAGHAN,IRE_GRIFF_028_197.jpg,5,unflagged_total,,,,,0,False,John Fitzpatrick,24 5 0,25 5 0
CAVAN,TULLYGARVEY,ANNAGH,KIVVY,IRE_GRIFF_028_226.jpg,11,unflagged_total,,,,,1,False,Francis Woods,11 0 0,19 15 0
CAVAN,TULLYGARVEY,ANNAGH,TUNKER,IRE_GRIFF_028_229.jpg,5,unflagged_total,,,,,2,False,Daniel Reilly,16 10 0,15 5 0
CAVAN,"LOUGHTEE, UPPER",CASTLETERRA,TULLYBECK,IRE_GRIFF_028_271.jpg,11,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",CASTLETERRA,VILLAGE OF BUTLERS-BRIDGE,IRE_GRIFF_028_271.jpg,26,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",DENN,CORRAWEELIS,IRE_GRIFF_028_278.jpg,4,unflagged_total,,,,,0,False,Thomas Cusack,18 0 0,14 5 0
CAVAN,"LOUGHTEE, UPPER",KILMORE,DRUMCOR,IRE_GRIFF_028_297.jpg,4,split_segment,prev,DRUMCON,0.857,1,,,,,
CAVAN,"LOUGHTEE, UPPER",LARAH,CORFAD,IRE_GRIFF_028_310.jpg,4,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",LARAH,TIRLAHODE LOWER,IRE_GRIFF_028_316.jpg,18,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,FEADEY,IRE_GRIFF_028_346.jpg,31,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,KILNAVARA,IRE_GRIFF_028_348.jpg,26,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,LURGANBOY,"IRE_GRIFF_028_350.jpg,IRE_GRIFF_028_351.jpg",29,unflagged_total,,,,,1,False,Rev. Wm. P. Moore,60 0 0,87 17 0
CAVAN,"LOUGHTEE, UPPER",URNEY,SHANAVIRRIL LANE,IRE_GRIFF_028_351.jpg,2,tiny_segment,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,COLLEGE-STREET,IRE_GRIFF_028_351.jpg,29,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,RAHULTAN,IRE_GRIFF_028_353.jpg,6,unflagged_total,,,,,2,False,Michael Kenny,27 10 0,36 15 0
CAVAN,"LOUGHTEE, UPPER",URNEY,TOWNPARKS,"IRE_GRIFF_028_355.jpg,IRE_GRIFF_028_356.jpg,IRE_GRIFF_028_357.jpg",71,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,HALF-ACRE,IRE_GRIFF_028_357.jpg,49,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,DUBLIN NEW-ROAD,IRE_GRIFF_028_357.jpg,2,tiny_segment,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,TULLYVIONGAN UPPER,IRE_GRIFF_028_358.jpg,8,split_segment,prev,TULLYVIONGAN LOWER,0.824,1,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,KILLYVAGHAN,IRE_GRIFF_029_032.jpg,12,unflagged_total,,,,,3,False,"Richard Coote (minor),",28 0 0,52 11 0
CAVAN,TULLYGARVEY,DRUMGOON,MAGHERANURE,"IRE_GRIFF_029_035.jpg,IRE_GRIFF_029_036.jpg",52,genuinely_missing,,,,,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,TOWN OF COOTEHILL,IRE_GRIFF_029_036.jpg,32,genuinely_missing,,,,,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,TOWN OF COOTEHILL,IRE_GRIFF_029_040.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,POTTLEAGH,IRE_GRIFF_029_045.jpg,13,genuinely_missing,,,,,,,,,
CAVAN,TULLYGARVEY,KILDRUMSHERDAN,RATRUSSAN,IRE_GRIFF_029_101.jpg,15,unflagged_total,,,,,14,True,,21 10 0,42 11 0
CAVAN,TULLYHAW,KILLINAGH,ISLANDS,IRE_GRIFF_030_020.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,KILLINAGH,MONESK,IRE_GRIFF_030_024.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,COPPANAGEMORE,IRE_GRIFF_030_036.jpg,3,unflagged_total,,,,,0,False,"Honoria Dolan,",6 0 0,12 0 0
CAVAN,TULLYHAW,TEMPLEPORT,"GARVAET, LOWER",IRE_GRIFF_030_040.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,MONEENSAURAN,IRE_GRIFF_030_043.jpg,24,genuinely_missing,,,,,,,,,
CAVAN,CLANMAHON,DRUMLUMMAN,DRUMHAWNAGH,IRE_GRIFF_031_019.jpg,9,unflagged_total,,,,,0,False,Edward Dalton,16 10 0,11 5 0
CAVAN,CLANMAHON,DRUMLUMMAN,KILSARAN,IRE_GRIFF_031_026.jpg,3,unflagged_total,,,,,1,False,Thomas Reilly,4 15 0,9 5 0
CAVAN,CLANMAHON,DRUMLUMMAN,"MOYNAGH, UPPER",IRE_GRIFF_031_030.jpg,7,unflagged_total,,,,,0,False,Rev. Matthew Webb,18 0 0,26 15 0
CAVAN,CASTLERAHAN,CASTLERAHAN,BARCONNY (ROBINSON),IRE_GRIFF_032_011.jpg,11,unflagged_total,,,,,1,False,Thomas Reilly,30 15 0,43 0 0
CAVAN,CASTLERAHAN,CASTLERAHAN,CORNAUCCLAGH,IRE_GRIFF_032_021.jpg,6,unflagged_total,,,,,0,False,George L'Estrange,12 15 0,9 0 0
CAVAN,CLANMAHON,KILBRIDE,"DUNGUININ, UPPER",IRE_GRIFF_032_079.jpg,12,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,BRIGOWN,"IRE_GRIFF_046_014.jpg,IRE_GRIFF_046_015.jpg",32,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,LOWER CORK-STREET,IRE_GRIFF_046_015.jpg,30,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,BRIGOWN,"IRE_GRIFF_046_016.jpg,IRE_GRIFF_046_017.jpg,IRE_GRIFF_046_018.jpg,IRE_GRIFF_046_019.jpg,IRE_GRIFF_046_020.jpg,IRE_GRIFF_046_021.jpg,IRE_GRIFF_046_022.jpg,IRE_GRIFF_046_023.jpg,IRE_GRIFF_046_024.jpg",417,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,ARCHBERT-LANE,IRE_GRIFF_046_024.jpg,45,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,COOLNANAVE,IRE_GRIFF_046_028.jpg,3,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,GARRYDEAGH,IRE_GRIFF_046_032.jpg,1,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,SKEHEEN,IRE_GRIFF_046_037.jpg,1,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,CARRIGNAGRO-GHERA,"IRE_GRIFF_046_059.jpg,IRE_GRIFF_046_060.jpg,IRE_GRIFF_046_061.jpg",84,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,BARRACK-HILL,IRE_GRIFF_046_061.jpg,49,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,COOLMUCKY,IRE_GRIFF_046_064.jpg,5,unflagged_total,,,,,1,False,John Hyde,76 0 0,61 10 0
CORK,CONDONS & CLANGIBBON,FERMOY,FERMOY,"IRE_GRIFF_046_067.jpg,IRE_GRIFF_046_068.jpg,IRE_GRIFF_046_069.jpg,IRE_GRIFF_046_070.jpg,IRE_GRIFF_046_071.jpg",215,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,BRIDEWELL-HILL,IRE_GRIFF_046_071.jpg,17,unflagged_total,,,,,10,False,Patrick Donovan,45 0 0,44 15 0
CORK,CONDONS & CLANGIBBON,FERMOY,FERMOY,"IRE_GRIFF_046_072.jpg,IRE_GRIFF_046_073.jpg,IRE_GRIFF_046_074.jpg",140,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,BOG-LANE,IRE_GRIFF_046_074.jpg,4,unflagged_total,,,,,1,False,Lodgers,2 0 0,1 12 0
CORK,CONDONS & CLANGIBBON,FERMOY,FERMOY,"IRE_GRIFF_046_075.jpg,IRE_GRIFF_046_076.jpg",59,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,POUND-LANE,IRE_GRIFF_046_076.jpg,44,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,FERMOY,IRE_GRIFF_046_077.jpg,12,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,GRUBB'S-HILL,IRE_GRIFF_046_077.jpg,4,unflagged_total,,,,,3,True,Denis Drislane,1 5 0,2 4 0
CORK,CONDONS & CLANGIBBON,FERMOY,QUEEN SQUARE,IRE_GRIFF_046_077.jpg,24,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,WEST-QUAY,IRE_GRIFF_046_077.jpg,6,unflagged_total,,,,,0,False,Charles Bianconi,10 0 0,18 5 0
CORK,CONDONS & CLANGIBBON,FERMOY,"GRANGE, WEST",IRE_GRIFF_046_082.jpg,7,split_segment,prev,"GRANGE, EAST",0.909,1,,,,,
CORK,CONDONS & CLANGIBBON,KILDORRERY,OLDCASTLETOWN,IRE_GRIFF_046_094.jpg,35,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,KILDORRERY,SCART,IRE_GRIFF_046_096.jpg,58,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,KILDORRERY,VILLAGE OF KILDORRERY,IRE_GRIFF_046_096.jpg,6,unflagged_total,,,,,0,False,William Fennell,2 10 0,4 7 0
CORK,DUHALLOW (PART I),CLONFERT,KANTURK,"IRE_GRIFF_049_041.jpg,IRE_GRIFF_049_042.jpg,IRE_GRIFF_049_043.jpg",123,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONFERT,PEACOCK-LANE,IRE_GRIFF_049_043.jpg,27,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONFERT,KILKNOCKANE,IRE_GRIFF_049_049.jpg,24,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONFERT,KNOCKSEAVANE,IRE_GRIFF_049_055.jpg,20,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),DROMTARRIFF (PART OF),DROMAGH,IRE_GRIFF_049_101.jpg,13,unflagged_total,,,,,4,False,Nicholas P. Leader,241 0 0,161 8 0
CORK,DUHALLOW (PART II),KILSHANNIG,BRITTAS,IRE_GRIFF_050_019.jpg,29,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART III),KILMEEN,"URRAGHILMORE, WEST",IRE_GRIFF_051_040.jpg,3,unflagged_total,,,,,0,False,Daniel Connor (Pat.),21 5 0,16 0 0
