county_effective,barony_effective,parish_effective,townland_linked,page_names,row_count,category,neighbor_direction,neighbor_townland,neighbor_similarity,neighbor_total_rows,candidate_row_pos,candidate_is_last_row,candidate_occupier,candidate_total_val,sum_other_rows_total_val
LOUTH,"DUNDALK, LOWER",CARLINGFORD,CORNAMUCKLAGH,IRE_GRIFF_024_203.jpg,41,genuinely_missing,,,,,,,,,
LOUTH,"DUNDALK, LOWER",CARLINGFORD,MADDOXLAND,IRE_GRIFF_024_227.jpg,25,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,KINAWLEY,"DRUMCONRA, OR LOWFORGE",IRE_GRIFF_027_024.jpg,7,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,KINAWLEY,KNOCKRANNY,IRE_GRIFF_027_032.jpg,8,unflagged_total,,,,,0,False,Edward M'Hugh,5 0 0,9 0 0
CAVAN,TULLYHAW,TEMPLEPORT,ARDERRY,IRE_GRIFF_027_036.jpg,15,unflagged_total,,,,,8,False,Rosanna Devine,16 10 0,32 18 0
CAVAN,TULLYHAW,TEMPLEPORT,DRUMLOUGHER,IRE_GRIFF_027_054.jpg,21,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,KILLYCRIN,IRE_GRIFF_027_060.jpg,17,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,OWENCAM,IRE_GRIFF_027_069.jpg,9,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,TULLYTRASNA,IRE_GRIFF_027_077.jpg,5,unflagged_total,,,,,2,False,"Michael Cassidy,",4 10 0,7 0 0
CAVAN,TULLYHAW,TOMREGAN,CARROWMORE,IRE_GRIFF_027_079.jpg,8,genuinely_missing,,,,,,,,,
CAVAN,CLANMAHON,KILMORE,CORNAMUCKLAGH,IRE_GRIFF_028_116.jpg,3,genuinely_missing,,,,,,,,,
CAVAN,CASTLERAHAN,CROSSERLOUGH,LATNADRONAGH,IRE_GRIFF_028_141.jpg,18,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CORPORATION LANDS,"IRE_GRIFF_028_151.jpg,IRE_GRIFF_028_152.jpg,IRE_GRIFF_028_153.jpg,IRE_GRIFF_028_154.jpg",170,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,BLACK BOG,IRE_GRIFF_028_154.jpg,36,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,RED BOG,IRE_GRIFF_028_161.jpg,1,tiny_segment,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,TOWN OF BELTURBET,IRE_GRIFF_028_161.jpg,11,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,CREENY,IRE_GRIFF_028_162.jpg,26,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",ANNAGH,DRUMCALPIN,IRE_GRIFF_028_166.jpg,7,unflagged_total,,,,,6,True,"Michael M'Gerty,",22 5 0,33 15 0
CAVAN,"LOUGHTEE, LOWER",ANNAGH,ROSSKEERAGH,IRE_GRIFF_028_172.jpg,22,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, LOWER",DRUMLANE,GREAGHRAHAN,IRE_GRIFF_028_197.jpg,5,genuinely_missing,,,,,,,,,
CAVAN,TULLYGARVEY,ANNAGH,TUNKER,IRE_GRIFF_028_229.jpg,5,unflagged_total,,,,,2,False,"John Goodwin, .",16 10 0,15 5 0
CAVAN,"LOUGHTEE, UPPER",DENN,CORRAWEEELIS,IRE_GRIFF_028_278.jpg,26,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",KILMORE,DRUMCOR,IRE_GRIFF_028_297.jpg,4,unflagged_total,,,,,0,False,James Reilly,38 5 0,39 5 0
CAVAN,"LOUGHTEE, UPPER",LARAH,CORFAD,IRE_GRIFF_028_310.jpg,4,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",LARAH,"TIRLAHODE, LOWER",IRE_GRIFF_028_316.jpg,19,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,KILNAVARA,IRE_GRIFF_028_348.jpg,27,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,LURGANBOY,"IRE_GRIFF_028_350.jpg,IRE_GRIFF_028_351.jpg",29,unflagged_total,,,,,1,False,Rev. Wm. P. Moore,60 0 0,88 7 0
CAVAN,"LOUGHTEE, UPPER",URNEY,KILNAVARRA LANE,IRE_GRIFF_028_351.jpg,31,genuinely_missing,,,,,,,,,
CAVAN,"LOUGHTEE, UPPER",URNEY,RAHULTAN,IRE_GRIFF_028_353.jpg,7,unflagged_total,,,,,2,False,Michael Kenny,27 10 0,37 15 0
CAVAN,"LOUGHTEE, UPPER",URNEY,TULLYYMONGAN UPPER,IRE_GRIFF_028_358.jpg,8,split_segment,prev,TULLYYMONGAN LOWER,0.824,1,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,KILLYVAGHAN,IRE_GRIFF_029_032.jpg,13,unflagged_total,,,,,3,False,Richard Coote (minor),28 0 0,33 18 0
CAVAN,TULLYGARVEY,DRUMGOON,TOWN OF COOTEHILL,IRE_GRIFF_029_040.jpg,1,tiny_segment,,,,,,,,,
CAVAN,TULLYGARVEY,DRUMGOON,FOTTLEREAGH,IRE_GRIFF_029_045.jpg,14,genuinely_missing,,,,,,,,,
CAVAN,TULLYGARVEY,KILDRUMSHERDAN,RATRUSSAN,IRE_GRIFF_029_101.jpg,16,genuinely_missing,,,,,,,,,
CAVAN,TULLYHAW,KILLINAGH,ISLANDS,IRE_GRIFF_030_020.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,KILLINAGH,MONESK,IRE_GRIFF_030_024.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,COPPANAGHMORE,IRE_GRIFF_030_036.jpg,3,unflagged_total,,,,,0,False,Honoria Dolan,6 0 0,12 0 0
CAVAN,TULLYHAW,TEMPLEPORT,"GARVALT, LOWER",IRE_GRIFF_030_040.jpg,2,tiny_segment,,,,,,,,,
CAVAN,TULLYHAW,TEMPLEPORT,MONEENSAURAN,IRE_GRIFF_030_043.jpg,37,genuinely_missing,,,,,,,,,
CAVAN,CLANMAHON,DRUMLUMMAN,DRUMHAWNAGH,IRE_GRIFF_031_019.jpg,7,unflagged_total,,,,,0,False,Edward Dalton,15 10 0,9 15 0
CAVAN,CLANMAHON,DRUMLUMMAN,KILSARAN,IRE_GRIFF_031_026.jpg,32,genuinely_missing,,,,,,,,,
CAVAN,CLANMAHON,DRUMLUMMAN,"MOYNAGH, UPPER",IRE_GRIFF_031_030.jpg,7,unflagged_total,,,,,0,False,Rev. Matthew Webb,18 0 0,26 15 0
CAVAN,CASTLERAHAN,CASTLERAHAN,BARCONNY (ROBINSON),IRE_GRIFF_032_011.jpg,12,unflagged_total,,,,,1,False,Thomas Reilly,30 15 0,51 15 0
CAVAN,CASTLERAHAN,CASTLERAHAN,CORNAMUCKLAGH,IRE_GRIFF_032_021.jpg,6,unflagged_total,,,,,0,False,George L'Estrange,14 0 0,22 10 0
CAVAN,CLANMAHON,KILBRIDE,"DUNGUMMIN, UPPER",IRE_GRIFF_032_079.jpg,12,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,TOWN OF MITCHELSTOWN,IRE_GRIFF_046_014.jpg,2,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,BRIGOWN,"IRE_GRIFF_046_015.jpg,IRE_GRIFF_046_016.jpg",116,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,KILFINNAN ROAD,IRE_GRIFF_046_016.jpg,2,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,COOLNANAVE,IRE_GRIFF_046_028.jpg,3,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,GARRYLEAGH,IRE_GRIFF_046_032.jpg,1,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,BRIGOWN,SKEHEEN,IRE_GRIFF_046_037.jpg,1,tiny_segment,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,COOLMUCKY,IRE_GRIFF_046_064.jpg,5,unflagged_total,,,,,1,False,"John Hyde,",76 0 0,61 10 0
CORK,CONDONS & CLANGIBBON,FERMOY,FERMOY,"IRE_GRIFF_046_067.jpg,IRE_GRIFF_046_068.jpg,IRE_GRIFF_046_069.jpg,IRE_GRIFF_046_070.jpg,IRE_GRIFF_046_071.jpg,IRE_GRIFF_046_072.jpg,IRE_GRIFF_046_073.jpg,IRE_GRIFF_046_074.jpg",372,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,FERMOY,BOG-LANE,IRE_GRIFF_046_074.jpg,4,unflagged_total,,,,,1,False,Lodgers,2 0 0,1 12 0
CORK,CONDONS & CLANGIBBON,FERMOY,"GRANGE, WEST.",IRE_GRIFF_046_082.jpg,31,split_segment,prev,"GRANGE, EAST.",0.909,1,,,,,
CORK,CONDONS & CLANGIBBON,KILDORRERY,OLDCASTLETOWN,IRE_GRIFF_046_094.jpg,35,genuinely_missing,,,,,,,,,
CORK,CONDONS & CLANGIBBON,KILDORRERY,SCART,IRE_GRIFF_046_096.jpg,64,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONFERT,KILKNOCKANE,IRE_GRIFF_049_049.jpg,25,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONFERT,KNOCKSKAVANE,IRE_GRIFF_049_055.jpg,20,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART I),CLONMEEN,"CLONMEEN, SOUTH",IRE_GRIFF_049_081.jpg,30,split_segment,prev,"CLONMEEN, NORTH",0.857,3,,,,,
CORK,DUHALLOW (PART I),DROMTARRIFF (PART OF),DROMAGH,IRE_GRIFF_049_101.jpg,28,unflagged_total,,,,,4,False,Nicholas P. Leader,241 0 0,178 3 0
CORK,DUHALLOW (PART II),KILSHANNIG,BRITTAS,IRE_GRIFF_050_019.jpg,30,genuinely_missing,,,,,,,,,
CORK,DUHALLOW (PART III),CULLEN,"KNOCKDUFF, UPPER",IRE_GRIFF_051_017.jpg,25,split_segment,prev,"KNOCKDUFF, LOWER",0.8,1,,,,,
CORK,DUHALLOW (PART III),KILMEEN,"URRAGHILMORE, WEST",IRE_GRIFF_051_040.jpg,3,unflagged_total,,,,,0,False,"Daniel Connor (Pat.),",21 5 0,16 0 0
CORK,DUHALLOW (PART III),NOHAVALDALY,LYREDAOWEN,IRE_GRIFF_051_044.jpg,13,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,BALLYCLOGH,BALLYCLOGH,IRE_GRIFF_063_011.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,BUTTEVANT,IRE_GRIFF_063_011.jpg,2,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,CREGGANE,IRE_GRIFF_063_011.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,CHURCHTOWN,CHURCHTOWN,IRE_GRIFF_063_012.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,KILBOLANE,"MAINE, SOUTH",IRE_GRIFF_063_012.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,LISCARROLL,COOLBANE,IRE_GRIFF_063_012.jpg,2,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,"RATHGOGGAN, MIDDLE",IRE_GRIFF_063_012.jpg,7,unflagged_total,,,,,5,False,Board of Guardians of Kilmallock Union,62 15 0,63 19 0
CORK,ORRERY & KILMORE,BUTTEVANT,BUTTEVANT,IRE_GRIFF_063_036.jpg,57,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,CREGGANE,IRE_GRIFF_063_040.jpg,22,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,BUTTEVANT,TOWN OF BUTTEVANT,IRE_GRIFF_063_040.jpg,1,tiny_segment,,,,,,,,,
CORK,ORRERY & KILMORE,KILBRONEY,BALLYNATRILLA,IRE_GRIFF_063_081.jpg,11,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,LISCARROLL,MOYGE,IRE_GRIFF_063_095.jpg,12,unflagged_total,,,,,5,False,Maurice Newman,143 10 0,184 12 0
CORK,ORRERY & KILMORE,RATHGOGGAN,"RATHGOGGAN, MIDDLE.","IRE_GRIFF_063_101.jpg,IRE_GRIFF_063_102.jpg",84,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,RATHGOGGAN,TOWN OF CHARLEVILLE,IRE_GRIFF_063_102.jpg,43,genuinely_missing,,,,,,,,,
CORK,ORRERY & KILMORE,SHANDRUM,CLYDERRA GH,IRE_GRIFF_063_118.jpg,6,unflagged_total,,,,,0,False,James Drennan,96 0 0,92 19 0
DOWN,"IVEAGH, UPPER (UPPER HALF)",SEAPATRICK,TOWN OF BANBRIDGE,IRE_GRIFF_079_056.jpg,2,tiny_segment,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,CARRICKDRUMMAN,IRE_GRIFF_079_057.jpg,16,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,DRUMNAHARE,"IRE_GRIFF_079_077.jpg,IRE_GRIFF_079_079.jpg",26,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,LOUGHERICKLAND,IRE_GRIFF_079_079.jpg,49,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,BALLYGOWAN,IRE_GRIFF_079_080.jpg,31,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,IMDEL,IRE_GRIFF_079_094.jpg,11,unflagged_total,,,,,1,False,Robert Nesbitt,65 15 0,83 15 0
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,LACKAN,IRE_GRIFF_079_109.jpg,7,unflagged_total,,,,,0,False,John Murphy,71 10 0,51 5 0
DOWN,"ARDS, UPPER",BALLYPHILIP,TULLYBOARD,IRE_GRIFF_081_178.jpg,37,genuinely_missing,,,,,,,,,
DOWN,"ARDS, UPPER",SLANES,NEWCASTLE,IRE_GRIFF_081_191.jpg,28,genuinely_missing,,,,,,,,,
DOWN,"LECALE, LOWER",BALLEE,SLIEVENAGRIDDLE,IRE_GRIFF_081_213.jpg,42,genuinely_missing,,,,,,,,,
DOWN,"LECALE, LOWER",BALLYCULTER,ISLANDS,IRE_GRIFF_081_225.jpg,7,unflagged_total,,,,,3,False,"Bernard Hinds,",10 0 0,7 0 0
DOWN,"LECALE, LOWER",DUNSFORT,SHEEPLAND BEG.,IRE_GRIFF_081_232.jpg,3,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYVASTON,IRE_GRIFF_081_285.jpg,23,genuinely_missing,,,,,,,,,
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYLUCAS,IRE_GRIFF_081_295.jpg,25,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (LOWER HALF)",MAGHERA,BALLYGINNY,IRE_GRIFF_082_143.jpg,47,unflagged_total,,,,,31,False,"John Robinson,",66 0 0,124 5 0
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,CAVAN,IRE_GRIFF_085_041.jpg,8,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,KILTARRIFF,"IRE_GRIFF_085_057.jpg,IRE_GRIFF_085_058.jpg",31,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,TOWN OF RATHFRYLAND,IRE_GRIFF_085_058.jpg,34,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,DRUMLOUGH,IRE_GRIFF_085_063.jpg,52,genuinely_missing,,,,,,,,,
DOWN,"IVEAGH, UPPER (UPPER HALF)",CLONALLAN,CROAN,IRE_GRIFF_085_077.jpg,14,unflagged_total,,,,,1,False,Mary Todd,47 0 0,52 5 0
DOWN,"ARDS, LOWER",BANGOR,GROOMSPORT,IRE_GRIFF_086_124.jpg,40,unflagged_total,,,,,0,False,"(Groomsport House.) Robert P. Maxwell,",255 0 0,162 5 0
DOWN,"ARDS, LOWER",BANGOR,CORPORATION,"IRE_GRIFF_086_128.jpg,IRE_GRIFF_086_129.jpg,IRE_GRIFF_086_130.jpg,IRE_GRIFF_086_131.jpg,IRE_GRIFF_086_132.jpg,IRE_GRIFF_086_133.jpg,IRE_GRIFF_086_134.jpg,IRE_GRIFF_086_135.jpg",405,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",BANGOR,BALLYMAGEE-STREET,IRE_GRIFF_086_135.jpg,24,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,DRUMFAD,IRE_GRIFF_086_150.jpg,21,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",DONAGHADEE,GRANGEE,IRE_GRIFF_086_159.jpg,34,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,BALLYBOGHILBO,IRE_GRIFF_086_182.jpg,17,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,ISLANDS,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,CHANDERIES,IRE_GRIFF_086_194.jpg,4,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,PEGGY'S ISLAND,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,MID ISLAND,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,SOUTH ISLAND,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,GABBOCK ISLAND,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,CHAPEL ISLAND,IRE_GRIFF_086_194.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",GREY ABBEY,PIG ISLAND,IRE_GRIFF_086_197.jpg,1,tiny_segment,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,CUNNINGBURN,IRE_GRIFF_086_201.jpg,32,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,LOUGHRISCOUSE,IRE_GRIFF_086_205.jpg,60,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,"CORPORATION, NORTH","IRE_GRIFF_086_213.jpg,IRE_GRIFF_086_214.jpg",103,genuinely_missing,,,,,,,,,
DOWN,"ARDS, LOWER",NEWTOWN ARDS,TOWN OF NEWTOWN ARDS,IRE_GRIFF_086_214.jpg,20,genuinely_missing,,,,,,,,,
