county_effective,barony_effective,parish_effective,townland_linked,page_names,page_count,row_count,has_total_row,total_row_count,valuation_ok,failure_reason,is_one_page_townland,sum_land_val,total_land_val,sum_total_val,total_total_val,multiple_total_rows
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,PORTRUSH,"IRE_GRIFF_006_012.jpg,IRE_GRIFF_006_013.jpg,IRE_GRIFF_006_014.jpg,IRE_GRIFF_006_015.jpg,IRE_GRIFF_006_016.jpg",5,257,False,0,False,no_total_row,False,,,,,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,COLERAINE-ROAD,IRE_GRIFF_006_016.jpg,1,3,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",BALLYWILLIN,PORTRUSH,IRE_GRIFF_006_017.jpg,1,15,True,3,False,,False,0 0 0,85 11 0,205 10 0,3719 6 0,True
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,OUTHILL,IRE_GRIFF_006_017.jpg,1,15,True,1,True,,True,175 10 0,175 10 0,262 15 0,192 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,BALLYROCK SCOTCH,IRE_GRIFF_006_021.jpg,1,16,True,1,True,,True,101 7 0,114 17 0,112 0 0,137 15 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,GARNGLASS MORE,IRE_GRIFF_006_021.jpg,1,8,True,1,True,,True,97 18 0,97 18 0,107 5 0,107 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,LISNARICK,IRE_GRIFF_006_021.jpg,1,5,True,1,True,,True,85 10 0,85 10 0,91 10 0,91 10 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,GARNGLASS BEG,IRE_GRIFF_006_021.jpg,1,10,True,1,True,,True,72 7 0,72 7 0,79 5 0,79 5 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,KILMOYLE,"IRE_GRIFF_006_021.jpg,IRE_GRIFF_006_022.jpg",2,14,True,1,True,,False,104 12 0,104 12 0,122 15 0,122 15 0,
ANTRIM,"DUNLUCE, LOWER",BALLYRASHANE,BALLYROCK IRISH,IRE_GRIFF_006_022.jpg,1,31,True,1,False,,True,139 4 0,139 4 0,367 15 0,174 15 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYHEMLIN,IRE_GRIFF_006_022.jpg,1,19,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYLOUGHMORE,IRE_GRIFF_006_025.jpg,1,24,True,1,False,,True,98 0 0,267 10 0,122 15 0,332 15 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,BALLYNARRY LOWER,IRE_GRIFF_006_025.jpg,1,22,True,1,True,,True,163 16 0,163 16 0,273 1 0,178 11 0,
ANTRIM,"DUNLUCE, LOWER",BILLY,CASTLEGAT,IRE_GRIFF_006_025.jpg,1,12,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYHOME,"IRE_GRIFF_006_035.jpg,IRE_GRIFF_006_036.jpg",2,75,True,2,True,,False,329 11 0,384 6 0,380 5 0,419 11 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"PRIESTLAND, EAST",IRE_GRIFF_006_036.jpg,1,31,True,1,True,,True,135 0 0,134 15 0,265 0 0,158 5 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"PRIESTLAND, WEST",IRE_GRIFF_006_036.jpg,1,16,False,0,False,no_total_row,True,,,,,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,GLENTASK,IRE_GRIFF_006_040.jpg,1,5,True,1,True,,True,107 0 0,107 0 0,118 0 0,118 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,DUNLUCE,IRE_GRIFF_006_040.jpg,1,7,True,2,True,,True,125 10 0,125 10 0,133 10 0,133 10 9,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BONEYCLASSAGH,IRE_GRIFF_006_040.jpg,1,15,True,2,True,,True,77 14 0,77 14 0,79 0 0,87 15 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYMAGARRY,"IRE_GRIFF_006_040.jpg,IRE_GRIFF_006_041.jpg",2,36,True,3,True,,False,452 13 9,469 13 0,570 5 0,528 5 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,CLOONY,IRE_GRIFF_006_041.jpg,1,2,True,1,True,,True,50 10 0,50 10 0,54 0 0,54 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,TANDERAGEE,IRE_GRIFF_006_041.jpg,1,3,True,1,True,,True,32 12 0,32 12 0,34 15 0,34 15 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYMACREA LOWER,IRE_GRIFF_006_041.jpg,1,5,True,1,True,,True,50 15 0,50 15 0,86 0 0,57 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYCRAIG UPPER,"IRE_GRIFF_006_041.jpg,IRE_GRIFF_006_042.jpg",2,20,True,1,True,,False,58 19 0,58 19 0,65 10 0,65 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLYKEEL,IRE_GRIFF_006_042.jpg,1,7,True,1,True,,True,74 15 0,74 15 0,109 0 0,80 5 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,"BALLYCRAIG, LOWER",IRE_GRIFF_006_042.jpg,1,23,True,1,True,,True,73 16 0,73 16 0,110 5 0,82 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,MAGHERACROSS,IRE_GRIFF_006_042.jpg,1,4,True,1,True,,True,32 4 0,32 4 0,33 0 0,33 0 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,GORTNEE,IRE_GRIFF_006_043.jpg,1,10,True,1,True,,True,92 12 0,92 12 0,106 10 0,106 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BALLINTRAE,IRE_GRIFF_006_043.jpg,1,9,True,1,True,,True,104 19 0,104 19 0,185 5 0,152 15 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,BUSHFOOT OR LISANDUFF,"IRE_GRIFF_006_043.jpg,IRE_GRIFF_006_044.jpg",2,61,True,3,True,,False,196 15 0,196 15 0,775 0 0,464 15 0,True
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,MEADOW PARKS,IRE_GRIFF_006_044.jpg,1,12,True,1,True,,True,42 10 0,42 10 0,42 10 0,42 10 0,
ANTRIM,"DUNLUCE, LOWER",DUNLUCE,CRAIGABONEY,IRE_GRIFF_006_044.jpg,1,6,False,0,False,no_total_row,True,,,,,
ANTRIM,CARY,BILLY,"CLOGHER, SOUTH",IRE_GRIFF_006_051.jpg,1,15,True,1,True,,True,116 10 0,151 15 0,125 5 0,161 5 0,
ANTRIM,CARY,BILLY,CLOGHER ANDERSON.,IRE_GRIFF_006_051.jpg,1,3,True,1,True,,True,61 10 0,61 10 0,62 5 0,62 5 0,
ANTRIM,CARY,BILLY,"CLOGHER, NORTH.","IRE_GRIFF_006_051.jpg,IRE_GRIFF_006_052.jpg,IRE_GRIFF_006_053.jpg",3,108,True,3,True,,False,246 10 0,246 10 0,1016 0 0,1016 0 0,True
ANTRIM,CARY,BILLY,"MAGHERABOY, OR BUSHMILLS","IRE_GRIFF_006_053.jpg,IRE_GRIFF_006_054.jpg,IRE_GRIFF_006_055.jpg",3,110,True,3,True,,False,29 5 0,29 5 0,429 5 0,428 15 0,True
ARMAGH,ARMAGH,CLONFEACLE,BALLYTRODDAN,IRE_GRIFF_018_216.jpg,1,17,True,1,False,,True,63 10 0,323 5 0,68 0 0,351 10 0,
ARMAGH,ARMAGH,CLONFEACLE,BLACKWATER-TOWN OR LISBOFIN,"IRE_GRIFF_018_216.jpg,IRE_GRIFF_018_217.jpg,IRE_GRIFF_018_218.jpg",3,135,True,3,True,,False,292 10 0,292 10 0,703 0 0,703 5 0,True
ARMAGH,ARMAGH,CLONFEACLE,DRUMARN,IRE_GRIFF_018_218.jpg,1,11,True,1,True,,True,68 15 0,68 15 0,105 5 0,101 5 0,
ARMAGH,ARMAGH,CLONFEACLE,DRUMASK OR BALLYCULLEN,IRE_GRIFF_018_218.jpg,1,4,True,1,True,,True,85 15 0,85 15 0,112 10 0,112 10 0,
ARMAGH,ARMAGH,DERRYNOOSE,BROOTALLY,IRE_GRIFF_018_225.jpg,1,13,True,1,False,,True,77 5 0,533 16 0,113 15 0,598 11 0,
ARMAGH,ARMAGH,DERRYNOOSE,DERNALEA,IRE_GRIFF_018_225.jpg,1,39,True,1,True,,True,356 0 0,340 0 0,537 5 0,372 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,TAMLAGHT,"IRE_GRIFF_018_225.jpg,IRE_GRIFF_018_226.jpg",2,35,True,1,True,,False,284 10 0,284 5 0,445 10 0,340 15 0,
ARMAGH,ARMAGH,DERRYNOOSE,TULLYCALLIDY,IRE_GRIFF_018_226.jpg,1,29,True,1,True,,True,384 0 0,384 0 0,563 5 0,426 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,CORMEEN,IRE_GRIFF_018_226.jpg,1,2,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,KILCREEVY OTRA,IRE_GRIFF_018_232.jpg,1,37,True,1,True,,True,234 6 0,333 16 0,258 5 0,370 16 0,
ARMAGH,ARMAGH,DERRYNOOSE,DRUMAGANVER,IRE_GRIFF_018_232.jpg,1,27,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,MOWILLIN,IRE_GRIFF_018_236.jpg,1,20,True,3,False,,True,80 15 0,317 0 0,109 10 0,369 10 0,True
ARMAGH,ARMAGH,DERRYNOOSE,DERRYHENNET,"IRE_GRIFF_018_236.jpg,IRE_GRIFF_018_237.jpg",2,58,True,1,True,,False,275 0 0,275 0 0,335 10 0,325 10 0,
ARMAGH,ARMAGH,DERRYNOOSE,FARNALOY,IRE_GRIFF_018_237.jpg,1,38,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,DERRYNOOSE,CAMAGH,IRE_GRIFF_018_243.jpg,1,11,True,1,False,,True,49 10 0,380 15 0,55 10 0,435 5 0,
ARMAGH,ARMAGH,DERRYNOOSE,CARRYHUGH,"IRE_GRIFF_018_243.jpg,IRE_GRIFF_018_244.jpg",2,68,True,1,True,,False,287 0 0,291 10 0,341 0 0,334 0 0,
ARMAGH,ARMAGH,DERRYNOOSE,DRUMGAR,IRE_GRIFF_018_244.jpg,1,27,True,1,True,,True,357 0 0,357 0 0,468 0 0,398 5 0,
ARMAGH,ARMAGH,GRANGE,ANNAHAGH,IRE_GRIFF_018_244.jpg,1,11,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,KEADY,ISKYMEADOW,IRE_GRIFF_018_266.jpg,1,46,True,2,True,,True,260 15 0,246 15 0,363 5 0,281 5 0,True
ARMAGH,ARMAGH,KEADY,TASSAGH,"IRE_GRIFF_018_266.jpg,IRE_GRIFF_018_267.jpg,IRE_GRIFF_018_268.jpg",3,84,True,3,True,,False,603 5 0,600 5 0,1284 10 0,999 0 0,True
ARMAGH,ARMAGH,KEADY,TULLYNAMALLOGE,"IRE_GRIFF_018_268.jpg,IRE_GRIFF_018_269.jpg",2,64,True,1,True,,False,589 15 0,413 15 0,1303 5 0,896 10 0,
ARMAGH,ARMAGH,KEADY,CROSSMORE,"IRE_GRIFF_018_269.jpg,IRE_GRIFF_018_270.jpg,IRE_GRIFF_018_271.jpg,IRE_GRIFF_018_272.jpg",4,176,True,3,True,,False,354 0 0,354 0 0,1357 17 0,1302 17 0,True
ARMAGH,ARMAGH,KEADY,LAGAN,IRE_GRIFF_018_272.jpg,1,17,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,KEADY,CLAY,IRE_GRIFF_018_277.jpg,1,8,True,3,False,,True,8 15 0,806 15 0,16 5 0,964 0 0,True
ARMAGH,ARMAGH,KEADY,DARKLEY,"IRE_GRIFF_018_277.jpg,IRE_GRIFF_018_278.jpg,IRE_GRIFF_018_279.jpg,IRE_GRIFF_018_280.jpg,IRE_GRIFF_018_281.jpg",5,191,True,2,True,,False,590 5 0,590 0 0,1684 0 0,1684 5 0,True
ARMAGH,ARMAGH,KEADY,DUNDRUM,"IRE_GRIFF_018_281.jpg,IRE_GRIFF_018_282.jpg",2,54,True,1,True,,False,577 0 0,389 0 0,815 5 0,545 5 0,
ARMAGH,ARMAGH,KEADY,RACARBRY,"IRE_GRIFF_018_282.jpg,IRE_GRIFF_018_283.jpg,IRE_GRIFF_018_284.jpg,IRE_GRIFF_018_285.jpg",4,202,True,1,True,,False,491 0 0,491 0 0,1108 10 0,950 5 0,
ARMAGH,ARMAGH,KEADY,TOWN OF KEADY,IRE_GRIFF_018_285.jpg,1,2,True,1,False,,True,1 10 0,492 10 0,15 10 0,975 15 0,
ARMAGH,ARMAGH,KEADY,TULLYGLUSH,"IRE_GRIFF_018_285.jpg,IRE_GRIFF_018_286.jpg",2,65,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CARGAGLOGHER,IRE_GRIFF_018_289.jpg,1,29,True,1,False,,True,65 10 0,265 10 0,116 10 0,376 0 0,
ARMAGH,ARMAGH,KEADY,CROSSDENED,"IRE_GRIFF_018_289.jpg,IRE_GRIFF_018_290.jpg,IRE_GRIFF_018_291.jpg",3,97,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CROSSMORE,IRE_GRIFF_018_291.jpg,1,50,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,KEADY,CROSSDENED,"IRE_GRIFF_018_292.jpg,IRE_GRIFF_018_293.jpg,IRE_GRIFF_018_294.jpg",3,107,True,3,False,,False,9 5 0,457 2 0,420 10 0,1392 2 0,True
ARMAGH,ARMAGH,LISNADILL,KENNEDIES,"IRE_GRIFF_018_294.jpg,IRE_GRIFF_018_295.jpg",2,42,True,2,True,,False,295 10 0,295 10 0,589 5 0,506 10 0,True
ARMAGH,ARMAGH,LISNADILL,BALLYHERIDAN,IRE_GRIFF_018_295.jpg,1,33,True,1,True,,True,517 17 0,505 15 0,729 15 0,540 5 0,
ARMAGH,ARMAGH,LISNADILL,BALTARRAN,IRE_GRIFF_018_295.jpg,1,19,True,1,True,,True,214 13 0,226 10 0,409 0 0,256 15 0,
ARMAGH,ARMAGH,LISNADILL,"BALLYCOFFEY, OR BALLYHOY",IRE_GRIFF_018_303.jpg,1,12,True,1,True,,True,142 15 0,251 0 0,170 15 0,270 0 0,
ARMAGH,ARMAGH,LISNADILL,TIREARLY,IRE_GRIFF_018_303.jpg,1,17,True,1,True,,True,220 8 0,220 8 0,338 10 0,278 10 0,
ARMAGH,ARMAGH,LOUGHGALL,ANNAGH-MACMANUS,IRE_GRIFF_018_303.jpg,1,12,True,1,True,,True,39 5 0,39 5 0,57 0 0,43 10 0,
ARMAGH,ARMAGH,LOUGHGALL,BOROUGH OF CHARLEMONT,"IRE_GRIFF_018_303.jpg,IRE_GRIFF_018_304.jpg",2,48,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,LOUGHGALL,TOWN OF CHARLEMONT,IRE_GRIFF_018_304.jpg,1,20,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,LOUGHGALL,BOROUGH OF CHARLEMONT,"IRE_GRIFF_018_305.jpg,IRE_GRIFF_018_306.jpg",2,110,True,3,False,,False,27 15 0,373 5 0,484 0 0,953 0 0,True
ARMAGH,ARMAGH,LOUGHGALL,AGHINLIG,"IRE_GRIFF_018_307.jpg,IRE_GRIFF_018_308.jpg,IRE_GRIFF_018_309.jpg",3,171,True,2,False,,False,836 10 0,414 15 0,620 15 0,508 0 0,True
ARMAGH,ARMAGH,LOUGHGALL,CORR AND DUNAVALLY,IRE_GRIFF_018_309.jpg,1,23,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,LOUGHGALL,KEENAGHAN,IRE_GRIFF_018_313.jpg,1,24,True,2,False,,True,40 15 0,445 0 0,83 0 0,557 5 0,True
ARMAGH,ARMAGH,LOUGHGALL,KISHABOY,IRE_GRIFF_018_313.jpg,1,18,True,1,True,,True,14 15 0,14 15 0,33 5 0,33 5 0,
ARMAGH,ARMAGH,LOUGHGALL,KINNEGOE,"IRE_GRIFF_018_313.jpg,IRE_GRIFF_018_314.jpg",2,46,False,0,False,no_total_row,False,,,,,
ARMAGH,ARMAGH,LOUGHGALL,LISLASLY,IRE_GRIFF_018_315.jpg,1,85,True,2,False,,True,508 5 0,248 15 0,332 15 0,285 0 0,True
ARMAGH,ARMAGH,EGLISH,AUGHRATIN,IRE_GRIFF_018_318.jpg,1,15,True,1,True,,True,167 15 0,212 10 0,248 0 0,231 10 0,
ARMAGH,ARMAGH,EGLISH,BRACKNAGH,IRE_GRIFF_018_318.jpg,1,11,True,1,True,,True,169 15 0,169 15 0,199 15 0,191 0 0,
ARMAGH,ARMAGH,EGLISH,CULLENTRAGH,IRE_GRIFF_018_318.jpg,1,16,True,1,True,,True,225 5 0,225 5 0,402 15 0,361 5 0,
ARMAGH,ARMAGH,EGLISH,KNOCKAGRAFFY,IRE_GRIFF_018_318.jpg,1,2,True,1,True,,True,26 10 0,26 10 0,26 10 0,26 10 0,
ARMAGH,ARMAGH,EGLISH,TONNAGH,"IRE_GRIFF_018_318.jpg,IRE_GRIFF_018_319.jpg",2,20,True,1,True,,False,206 15 0,207 15 0,337 10 0,321 0 0,
ARMAGH,ARMAGH,EGLISH,BALLYDOO,IRE_GRIFF_018_319.jpg,1,19,True,1,True,,True,200 0 0,199 0 0,221 0 0,221 0 0,
ARMAGH,ARMAGH,EGLISH,TAMLAGHT,IRE_GRIFF_018_319.jpg,1,14,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,EGLISH,BALLYSCANDAL,IRE_GRIFF_018_321.jpg,1,5,True,1,False,,True,48 0 0,140 10 0,53 0 0,161 0 0,
ARMAGH,ARMAGH,EGLISH,CREEVEROE,IRE_GRIFF_018_321.jpg,1,14,True,2,True,,True,133 5 0,133 5 0,219 5 0,155 0 0,True
ARMAGH,ARMAGH,EGLISH,DRUMBEE,IRE_GRIFF_018_321.jpg,1,10,True,1,True,,True,167 0 0,167 0 0,183 10 0,183 10 0,
ARMAGH,ARMAGH,EGLISH,LISADIAN,"IRE_GRIFF_018_321.jpg,IRE_GRIFF_018_322.jpg",2,30,True,2,True,,False,172 15 0,199 15 0,450 0 0,353 15 0,True
ARMAGH,ARMAGH,EGLISH,NAVAN,IRE_GRIFF_018_322.jpg,1,37,False,0,False,no_total_row,True,,,,,
ARMAGH,ARMAGH,ARMAGH,CORPORATION,"IRE_GRIFF_018_346.jpg,IRE_GRIFF_018_347.jpg,IRE_GRIFF_018_352.jpg,IRE_GRIFF_018_353.jpg,IRE_GRIFF_018_354.jpg,IRE_GRIFF_018_377.jpg,IRE_GRIFF_018_381.jpg,IRE_GRIFF_018_382.jpg",8,344,True,3,False,,False,204 15 0,2540 15 0,6767 5 0,22181 10 0,True
ARMAGH,TIRANNY,TYNAN,DRUMGOLLIFF,IRE_GRIFF_018_399.jpg,1,12,True,1,True,,True,100 15 0,175 15 0,182 0 0,207 0 0,
ARMAGH,TIRANNY,TYNAN,FOYARR,IRE_GRIFF_018_399.jpg,1,17,True,1,True,,True,146 15 0,146 15 0,246 5 0,172 15 0,
ARMAGH,TIRANNY,TYNAN,KNOCKANEAGH,IRE_GRIFF_018_399.jpg,1,23,True,1,True,,True,242 10 6,242 10 0,373 10 0,269 15 0,
ARMAGH,TIRANNY,TYNAN,POLLNAGH,IRE_GRIFF_018_400.jpg,1,32,True,1,True,,True,320 0 0,320 0 0,360 0 0,360 0 0,
ARMAGH,TIRANNY,TYNAN,TURRY,IRE_GRIFF_018_400.jpg,1,5,True,1,True,,True,184 15 0,184 15 0,199 5 0,199 5 0,
ARMAGH,TIRANNY,TYNAN,ARDGONNELL,IRE_GRIFF_018_400.jpg,1,22,False,0,False,no_total_row,True,,,,,
ARMAGH,TIRANNY,TYNAN,KILTUBBRID,IRE_GRIFF_018_404.jpg,1,19,True,1,False,,True,296 12 0,296 12 0,781 10 0,325 10 0,
ARMAGH,TIRANNY,TYNAN,LISSLANLY,IRE_GRIFF_018_404.jpg,1,16,True,1,True,,True,117 0 0,117 5 0,194 0 0,145 15 0,
ARMAGH,TIRANNY,TYNAN,MIDDLETOWN,"IRE_GRIFF_018_404.jpg,IRE_GRIFF_018_405.jpg,IRE_GRIFF_018_406.jpg,IRE_GRIFF_018_407.jpg",4,145,True,3,True,,False,172 5 0,172 0 0,518 0 0,336 0 0,True
ARMAGH,TIRANNY,TYNAN,MULLANARY,IRE_GRIFF_018_407.jpg,1,26,False,0,False,no_total_row,True,,,,,
ARMAGH,TIRANNY,TYNAN,TULLYGLUSH,IRE_GRIFF_018_412.jpg,1,18,True,1,True,,False,295 10 0,295 10 0,356 5 0,356 5 0,
ARMAGH,TIRANNY,TYNAN,UNSHOG,IRE_GRIFF_018_412.jpg,1,18,True,1,True,,True,181 15 0,181 15 0,268 15 0,268 15 0,
ARMAGH,TIRANNY,TYNAN,CRANN,IRE_GRIFF_018_412.jpg,1,22,False,0,False,no_total_row,True,,,,,
ARMAGH,TIRANNY,TYNAN,CAVANAPOLE,IRE_GRIFF_018_421.jpg,1,18,True,1,False,,True,74 5 0,192 5 0,102 10 0,218 5 0,
ARMAGH,TIRANNY,TYNAN,ENAGH,IRE_GRIFF_018_421.jpg,1,8,True,2,True,,True,99 0 0,99 0 0,163 10 0,163 10 0,True
