county_effective,barony_effective,parish_effective,townland_linked,page_names,page_num,row_count,subcategory,ends_at_page_bottom,next_page_in_corpus,next_page_first_townland,other_model_has_total
CAVAN,TULLYGARVEY,DRUMGOON,FOTTLEREAGH,IRE_GRIFF_029_045.jpg,029_045,14,continues_to_unscanned_page,True,False,,False
CAVAN,TULLYGARVEY,KILDRUMSHERDAN,RATRUSSAN,IRE_GRIFF_029_101.jpg,029_101,16,continues_to_unscanned_page,True,False,,False
CAVAN,TULLYHAW,TEMPLEPORT,MONEENSAURAN,IRE_GRIFF_030_043.jpg,030_043,37,continues_to_unscanned_page,True,False,,False
CAVAN,CLANMAHON,DRUMLUMMAN,KILSARAN,IRE_GRIFF_031_026.jpg,031_026,32,continues_to_unscanned_page,True,False,,False
CAVAN,CLANMAHON,KILBRIDE,"DUNGUMMIN, UPPER",IRE_GRIFF_032_079.jpg,032_079,12,continues_to_unscanned_page,True,False,,False
CORK,CONDONS & CLANGIBBON,BRIGOWN,COOLNANAVE,IRE_GRIFF_046_028.jpg,046_028,3,continues_to_unscanned_page,True,False,,False
CORK,CONDONS & CLANGIBBON,KILDORRERY,OLDCASTLETOWN,IRE_GRIFF_046_094.jpg,046_094,35,continues_to_unscanned_page,True,False,,False
CORK,CONDONS & CLANGIBBON,KILDORRERY,SCART,IRE_GRIFF_046_096.jpg,046_096,64,continues_to_unscanned_page,True,False,,False
CORK,DUHALLOW (PART I),CLONFERT,KILKNOCKANE,IRE_GRIFF_049_049.jpg,049_049,25,continues_to_unscanned_page,True,False,,False
CORK,DUHALLOW (PART I),CLONFERT,KNOCKSKAVANE,IRE_GRIFF_049_055.jpg,049_055,20,continues_to_unscanned_page,True,False,,False
CORK,DUHALLOW (PART II),KILSHANNIG,BRITTAS,IRE_GRIFF_050_019.jpg,050_019,30,continues_to_unscanned_page,True,False,,False
CORK,DUHALLOW (PART III),NOHAVALDALY,LYREDAOWEN,IRE_GRIFF_051_044.jpg,051_044,13,continues_to_unscanned_page,True,False,,False
CORK,ORRERY & KILMORE,BUTTEVANT,BUTTEVANT,IRE_GRIFF_063_036.jpg,063_036,57,continues_to_unscanned_page,True,False,,False
CORK,ORRERY & KILMORE,KILBRONEY,BALLYNATRILLA,IRE_GRIFF_063_081.jpg,063_081,11,continues_to_unscanned_page,True,False,,False
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,CARRICKDRUMMAN,IRE_GRIFF_079_057.jpg,079_057,16,continues_to_unscanned_page,True,False,,False
DOWN,"IVEAGH, UPPER (UPPER HALF)",AGHADERG,BALLYGOWAN,IRE_GRIFF_079_080.jpg,079_080,31,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, UPPER",BALLYPHILIP,TULLYBOARD,IRE_GRIFF_081_178.jpg,081_178,37,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, UPPER",SLANES,NEWCASTLE,IRE_GRIFF_081_191.jpg,081_191,28,continues_to_unscanned_page,True,False,,False
DOWN,"LECALE, LOWER",BALLEE,SLIEVENAGRIDDLE,IRE_GRIFF_081_213.jpg,081_213,42,continues_to_unscanned_page,True,False,,False
DOWN,"LECALE, LOWER",DUNSFORT,SHEEPLAND BEG.,IRE_GRIFF_081_232.jpg,081_232,3,continues_to_unscanned_page,True,False,,False
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYVASTON,IRE_GRIFF_081_285.jpg,081_285,23,continues_to_unscanned_page,True,False,,False
DOWN,"LECALE, UPPER",RATHMULLAN,BALLYLUCAS,IRE_GRIFF_081_295.jpg,081_295,25,continues_to_unscanned_page,True,False,,False
DOWN,"IVEAGH, UPPER (LOWER HALF)",DRUMBALLYRONEY,CAVAN,IRE_GRIFF_085_041.jpg,085_041,8,continues_to_unscanned_page,True,False,,False
DOWN,"IVEAGH, UPPER (UPPER HALF)",DRUMGATH,DRUMLOUGH,IRE_GRIFF_085_063.jpg,085_063,52,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",BANGOR,BALLYMAGEE-STREET,IRE_GRIFF_086_135.jpg,086_135,24,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",DONAGHADEE,DRUMFAD,IRE_GRIFF_086_150.jpg,086_150,21,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",DONAGHADEE,GRANGEE,IRE_GRIFF_086_159.jpg,086_159,34,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",GREY ABBEY,BALLYBOGHILBO,IRE_GRIFF_086_182.jpg,086_182,17,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",NEWTOWN ARDS,CUNNINGBURN,IRE_GRIFF_086_201.jpg,086_201,32,continues_to_unscanned_page,True,False,,False
DOWN,"ARDS, LOWER",NEWTOWN ARDS,LOUGHRISCOUSE,IRE_GRIFF_086_205.jpg,086_205,60,continues_to_unscanned_page,True,False,,False
FERMANAGH,MAGHERABOY,BOHO,DRUMAA,IRE_GRIFF_108_106.jpg,108_106,6,continues_to_unscanned_page,True,False,,False
FERMANAGH,MAGHERABOY,ROSSORRY,MULLAGHREE,IRE_GRIFF_108_153.jpg,108_153,7,continues_to_unscanned_page,True,False,,False
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,AGHNASKEW,IRE_GRIFF_110_144.jpg,110_144,28,continues_to_unscanned_page,True,False,,False
FERMANAGH,MAGHERASTEPHANA,AGHALURCREE,DRUMGOON,IRE_GRIFF_110_146.jpg,110_146,8,continues_to_unscanned_page,True,False,,False
FERMANAGH,MAGHERASTEPHANA,AGHALURCHER,ALTAGOAGHAN,IRE_GRIFF_110_155.jpg,110_155,3,continues_to_unscanned_page,True,False,,False
KILDARE,"SALT, NORTH",KILDROUGHT,KILWOGHAN,IRE_GRIFF_130_022.jpg,130_022,6,continues_to_unscanned_page,True,False,,True
KILDARE,"SALT, NORTH",KILDROUGHT,CELBRIDGE,IRE_GRIFF_131_011.jpg,131_011,55,continues_to_unscanned_page,True,False,,True
KILDARE,CARBURY,CARBURY,CLONKEEN,IRE_GRIFF_136_042.jpg,136_042,45,continues_to_unscanned_page,True,False,,False
KILDARE,CARBURY,KILPATRICK,TICKNEVIN,IRE_GRIFF_136_054.jpg,136_054,14,continues_to_unscanned_page,True,False,,False
KILDARE,CARBURY,MYLERSTOWN,CALFSTOWN,IRE_GRIFF_136_058.jpg,136_058,8,continues_to_unscanned_page,True,False,,False
KILDARE,"NAAS, SOUTH",CARNALWAY,KILCULLEN-BRIDGE,IRE_GRIFF_137_029.jpg,137_029,18,continues_to_unscanned_page,True,False,,False
KILDARE,CONNELL,GREATCONNELL,ROSETOWN,IRE_GRIFF_137_056.jpg,137_056,4,continues_to_unscanned_page,True,False,,False
KILDARE,"NAAS, NORTH",WHITECHURCH,CLOWNINGS,IRE_GRIFF_137_174.jpg,137_174,5,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, EAST",BALLYSAX,MADDENSTOWN NORTH,IRE_GRIFF_137_192.jpg,137_192,9,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, WEST",MONASTEREVIN,CLOGHEEN,IRE_GRIFF_138_147.jpg,138_147,57,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, WEST",MONASTEREVIN,OGHIL,IRE_GRIFF_138_156.jpg,138_156,22,continues_to_unscanned_page,True,False,,False
KILDARE,"OFFALY, WEST",NURNEY,BALKINSTOWN,IRE_GRIFF_138_159.jpg,138_159,4,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,AGHAVILLER,BOOLYGLASS,IRE_GRIFF_139_011.jpg,139_011,31,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,DERRYNAHINCH,BALLYHALE,IRE_GRIFF_139_018.jpg,139_018,20,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,COTTERELLSBOOLY,IRE_GRIFF_139_030.jpg,139_030,46,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,JERPOINTCHURCH,OLDTOWN,IRE_GRIFF_139_033.jpg,139_033,55,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KILBEACON,SMITHSTOWN,IRE_GRIFF_139_043.jpg,139_043,8,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KNOCKTOPHER,CARRICKSHOCK COMMONS.,IRE_GRIFF_139_054.jpg,139_054,5,continues_to_unscanned_page,True,False,,False
KILKENNY,IDA,KILMAKEVOGE,ROBINSTOWN,IRE_GRIFF_142_068.jpg,142_068,16,continues_to_unscanned_page,True,False,,False
KILKENNY,KELLS,KILMAGANNY,COTTRELLSTOWN,IRE_GRIFF_143_041.jpg,143_041,6,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,TULLAGHANBROGUE,COOLAPOGE,IRE_GRIFF_144_045.jpg,144_045,3,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,ST CANICE,BALLYNALINA,IRE_GRIFF_145_055.jpg,145_055,8,continues_to_unscanned_page,True,False,,False
KILKENNY,SHILLELOGHER,ENNISNAG,ENNISNAG,IRE_GRIFF_145_064.jpg,145_064,47,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,FIDDOWN,BELLINE & ROGERSTOWN,IRE_GRIFF_147_017.jpg,147_017,22,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,FIDDOWN,KILMANAHIN,IRE_GRIFF_147_024.jpg,147_024,8,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,KILMACOW,BALLYNEARLA,IRE_GRIFF_147_030.jpg,147_030,24,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,POLLRONE,BALLYTARSNEY,IRE_GRIFF_147_043.jpg,147_043,5,continues_to_unscanned_page,True,False,,False
KILKENNY,IVERK,RATHKIERAN,CLONASSY,IRE_GRIFF_147_057.jpg,147_057,31,continues_to_unscanned_page,True,False,,False
KING'S,BALLYBRITT,KINNITTY,CASTLETOWNAND GLINSK,IRE_GRIFF_150_063.jpg,150_063,14,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,GALLEN,DERRYCARNEY,IRE_GRIFF_150_127.jpg,150_127,4,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LUSMAGH,BUNREVAN,IRE_GRIFF_150_161.jpg,150_161,5,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LUSMAGH,GORTSKEHA,IRE_GRIFF_150_167.jpg,150_167,13,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,REYNAGH,DERNAFANNY,IRE_GRIFF_150_181.jpg,150_181,9,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,LEMANAGHAN,"PARKAREE, OR BOHERFADDA",IRE_GRIFF_150_207.jpg,150_207,31,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,TISARAN,CLOGHALMORE,IRE_GRIFF_150_212.jpg,150_212,7,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,WHEERY,BALLYCLARE,IRE_GRIFF_150_219.jpg,150_219,29,continues_to_unscanned_page,True,False,,False
KING'S,GARRYCASTLE,WHEERY,KEELOGE,IRE_GRIFF_150_228.jpg,150_228,7,continues_to_unscanned_page,True,False,,False
LIMERICK,KENRY,KILCORNAN,DROMLOHAN,IRE_GRIFF_166_041.jpg,166_041,33,continues_to_unscanned_page,True,False,,False
LIMERICK,KENRY,KILDIMO,BALLYVAREEN,IRE_GRIFF_166_054.jpg,166_054,15,continues_to_unscanned_page,True,False,,False
LIMERICK,PUBBLEBRIEN,CROOM,TORYHILL,IRE_GRIFF_168_025.jpg,168_025,58,continues_to_unscanned_page,True,False,,False
LONGFORD,RATHCLINE,SHRULE,DAROGE,IRE_GRIFF_182_043.jpg,182_043,6,continues_to_unscanned_page,True,False,,False
LONGFORD,RATHCLINE,RATHCLINE,TURREEN,IRE_GRIFF_184_050.jpg,184_050,12,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,DERRYNAHINCH,CASTLEBANNY,IRE_GRIFF_196_013.jpg,196_013,9,continues_to_unscanned_page,True,False,,False
KILKENNY,KNOCKTOPHER,KILKEASY,KNOCKMOYLAN,IRE_GRIFF_196_025.jpg,196_025,3,continues_to_unscanned_page,True,False,,True
KILKENNY,KNOCKTOPHER,STONECARTHY,COTTERELLSBOOLY,IRE_GRIFF_196_028.jpg,196_028,3,continues_to_unscanned_page,True,False,,False
MEATH,"SLANE, UPPER",GRANGEGEETH,GRANGEGEETH,IRE_GRIFF_203_168.jpg,203_168,29,continues_to_unscanned_page,True,False,,False
MEATH,"SLANE, UPPER",MONKNEWTOWN,MONKNEWTOWN,IRE_GRIFF_204_112.jpg,204_112,14,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,BALLYSAKEERY,BALLYMACKEEHOLA,IRE_GRIFF_207_043.jpg,207_043,13,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,CROSSMOLINA,CROSSMOLINA,IRE_GRIFF_207_053.jpg,207_053,48,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,CROSSMOLINA,KNOCKALEGAN,IRE_GRIFF_207_063.jpg,207_063,33,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,KILBELFAD,CUING MORE,IRE_GRIFF_207_091.jpg,207_091,8,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERAGH,KILMOREMOY,"ARDNAREE, OR SHANAGHY",IRE_GRIFF_207_158.jpg,207_158,20,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERAGH,KILMOREMOY,BEHY MORE,IRE_GRIFF_207_160.jpg,207_160,5,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,ADDERGOOLE,KNOCKFARNAGHT,IRE_GRIFF_210_174.jpg,210_174,41,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,DOONFEENY,GEEVRAWN,IRE_GRIFF_216_024.jpg,216_024,18,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,KILCUMMIN,KILCUMMIN,IRE_GRIFF_216_037.jpg,216_037,21,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,KILFIAN,BREAGHWYANURLAUR,IRE_GRIFF_216_045.jpg,216_045,5,continues_to_unscanned_page,True,False,,False
MAYO,TIRAWLEY,MOYGAWNAGH,FORREW,IRE_GRIFF_216_079.jpg,216_079,12,continues_to_unscanned_page,True,False,,False
MEATH,MORGALLION,NOBBER,RATHGILLEN,IRE_GRIFF_222_030.jpg,222_030,7,continues_to_unscanned_page,True,False,,False
MEATH,SKREEN,DANESTOWN,DANESTOWN,IRE_GRIFF_223_078.jpg,223_078,13,continues_to_unscanned_page,True,False,,False
MEATH,"NAVAN, LOWER",NAVAN,DUFFSLAND,IRE_GRIFF_223_133.jpg,223_133,5,continues_to_unscanned_page,True,False,,False
MEATH,"NAVAN, UPPER",CLONMACDUFF,TULLAGHANSTOWN,IRE_GRIFF_225_012.jpg,225_012,39,continues_to_unscanned_page,True,False,,False
MEATH,LUNE,ATHBOY,DERLANGAN,IRE_GRIFF_225_112.jpg,225_112,8,continues_to_unscanned_page,True,False,,False
MEATH,LUNE,KILLACONNIGAN,BALLIVOR,IRE_GRIFF_225_136.jpg,225_136,24,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,BALLYBAY,TERRYGREEGHAN,IRE_GRIFF_227_048.jpg,227_048,17,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,CLONTIBRET,FORMIL,IRE_GRIFF_227_084.jpg,227_084,17,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,CLONTIBRET,BILLEADY,IRE_GRIFF_227_094.jpg,227_094,34,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,"MULLANARY, CORTANNEL",IRE_GRIFF_227_125.jpg,227_125,13,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,ERRIGAL TROUGH,AGHAMACKALINN,IRE_GRIFF_228_152.jpg,228_152,21,continues_to_unscanned_page,True,False,,False
MONAGHAN,CREMORNE,AGHNAMULLEN,DRUMLOOD,IRE_GRIFF_230_017.jpg,230_017,10,continues_to_unscanned_page,True,False,,False
MONAGHAN,DARTREE,EMATRIS,CARSAN,IRE_GRIFF_230_056.jpg,230_056,25,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,DONAGH,STRAMORE,IRE_GRIFF_231_023.jpg,231_023,5,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,DONAGH,SILLIS,IRE_GRIFF_231_045.jpg,231_045,3,continues_to_unscanned_page,True,False,,False
MONAGHAN,TROUGH,ERRIGAL TROUGH,BRACKAGH,IRE_GRIFF_231_054.jpg,231_054,17,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEDAVNET,GLASDRUMMAN,IRE_GRIFF_231_075.jpg,231_075,8,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEDAVNET,DRUMDESCO,IRE_GRIFF_231_085.jpg,231_085,19,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,CLONES,MULLADUFF,IRE_GRIFF_231_126.jpg,231_126,20,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,DRUMSNAT,COOLCORRAGH,IRE_GRIFF_231_134.jpg,231_134,11,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,DRUMSNAT,DRUMSHEENY,IRE_GRIFF_231_136.jpg,231_136,24,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,KILMORE,SLIEVEROE,IRE_GRIFF_231_148.jpg,231_148,7,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TULLYCORBET,CORDOOLOUGH,IRE_GRIFF_231_169.jpg,231_169,28,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,TEHALLAN,DRUMAGELVIN,IRE_GRIFF_231_190.jpg,231_190,31,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,RAKEERAGH,IRE_GRIFF_231_199.jpg,231_199,7,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,FERAGH,IRE_GRIFF_231_209.jpg,231_209,3,continues_to_unscanned_page,True,False,,False
MONAGHAN,MONAGHAN,MONAGHAN,KILLYGOWAN,IRE_GRIFF_231_222.jpg,231_222,31,continues_to_unscanned_page,True,False,,False
QUEEN'S,CULLENAGH,ABBEYLEIX,LISBIGNEY,IRE_GRIFF_236_021.jpg,236_021,25,continues_to_unscanned_page,True,False,,False
QUEEN'S,CULLENAGH,DYSARTGALLEN,BOLEYBEG,IRE_GRIFF_236_049.jpg,236_049,21,continues_to_unscanned_page,True,False,,False
QUEEN'S,CULLENAGH,DYSARTGALLEN,TOWN OF BALLINAKILL (part of),IRE_GRIFF_236_055.jpg,236_055,22,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, EAST",BORRIS,RATHNAMANAGH,IRE_GRIFF_237_030.jpg,237_030,9,continues_to_unscanned_page,True,False,,False
QUEEN'S,PORTNAHINCH,ARDEA,PORTNAHINCH,IRE_GRIFF_238_025.jpg,238_025,6,continues_to_unscanned_page,True,False,,False
QUEEN'S,SLIEVEMARGY,KILLABBAN,COONBEG,IRE_GRIFF_239_021.jpg,239_021,4,continues_to_unscanned_page,True,False,,False
QUEEN'S,SLIEVEMARGY,KILLESHIN,CROSSNEEN,IRE_GRIFF_239_041.jpg,239_041,6,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, WEST",CLONENAGH & CLONAGHEEN,CLONKEEN,IRE_GRIFF_243_029.jpg,243_029,51,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, WEST",CLONENAGH & CLONAGHEEN,COOLNACARTAN,IRE_GRIFF_243_033.jpg,243_033,4,continues_to_unscanned_page,True,False,,False
QUEEN'S,"MARYBOROUGH, WEST",CLONENAGH & CLONAGHEEN,DYSARTBEAGH,IRE_GRIFF_243_039.jpg,243_039,59,continues_to_unscanned_page,True,False,,False
SLIGO,CORRAN,TOOMOUR,DERRYGOLAGH,IRE_GRIFF_251_067.jpg,251_067,30,continues_to_unscanned_page,True,False,,False
SLIGO,TIRERAGH,EASKY,BALLYMEENY ARMSTRONG,IRE_GRIFF_252_025.jpg,252_025,32,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,AHAMLISH,KILKILLOGE,IRE_GRIFF_253_014.jpg,253_014,47,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,AHAMLISH,DRUMFAD,IRE_GRIFF_253_024.jpg,253_024,9,continues_to_unscanned_page,True,False,,False
SLIGO,CARBURY,AHAMLISH,STREEDAGH,IRE_GRIFF_253_042.jpg,253_042,44,continues_to_unscanned_page,True,False,,False
